Symbol,Year,Quarter,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Other current assets,LONG-TERM ASSETS (Bn. VND),Long-term trade receivables (Bn. VND),Fixed assets (Bn. VND),Long-term investments (Bn. VND),Good will (Bn. VND),Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Other Reserves,Undistributed earnings (Bn. VND),TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),Other current assets (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Long-term prepayments (Bn. VND),Other long-term receivables (Bn. VND),Goodwill,MINORITY INTERESTS,Revenue (Bn. VND),Revenue YoY (%),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Net Sales,Cost of Sales,Gross Profit,Financial Income,Financial Expenses,Interest Expenses,General & Admin Expenses,Operating Profit/Loss,Net other income/expenses,Profit before tax,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Minority Interest,Attributable to parent company,Sales,Other income,Other Income/Expenses,Net Profit/Loss before tax,Depreciation and Amortisation,Provision for credit losses,Unrealized foreign exchange gain/loss,Profit/Loss from investing activities,Interest Expense,Interest income and dividends,Operating profit before changes in working capital,Increase/Decrease in receivables,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Other payments on operating activities,Net cash inflows/outflows from operating activities,Purchase of fixed assets,Proceeds from disposal of fixed assets,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Investment in other entities,Proceeds from divestment in other entities,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Proceeds from borrowings,Repayment of borrowings,Finance lease principal payments,Dividends paid,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,_Increase/Decrease in receivables,_Increase/Decrease in payables,Chỉ tiêu cơ cấu nguồn vốn_(ST+LT borrowings)/Equity,Chỉ tiêu cơ cấu nguồn vốn_Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn_Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn_Owners' Equity/Charter Capital,Chỉ tiêu hiệu quả hoạt động_Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Fixed Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Days Sales Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Payable Outstanding,Chỉ tiêu hiệu quả hoạt động_Cash Cycle,Chỉ tiêu khả năng sinh lợi_EBIT Margin (%),Chỉ tiêu khả năng sinh lợi_Gross Profit Margin (%),Chỉ tiêu khả năng sinh lợi_Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_EBITDA (Bn. VND),Chỉ tiêu khả năng sinh lợi_EBIT (Bn. VND),Chỉ tiêu khả năng sinh lợi_Dividend yield (%),Chỉ tiêu thanh khoản_Current Ratio,Chỉ tiêu thanh khoản_Cash Ratio,Chỉ tiêu thanh khoản_Quick Ratio,Chỉ tiêu thanh khoản_Interest Coverage,Chỉ tiêu thanh khoản_Financial Leverage,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_Market Capital (Bn. VND),Chỉ tiêu định giá_Outstanding Share (Mil. Shares),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND),Chỉ tiêu định giá_EV/EBITDA
TVS,2022,3,9527298910540,248996339062,8932361390765,333796786064,12144394649,42031466358,0,18289392519,0,0.0,23742073839,9569330376898,7807417389302,7496078215417,311339173885,1761912987596,1761912987596,0,632446206705,9569330376898,53501197578,0,1070751840000.0,1070751840000,300000000000,870280000,2617736310000,2291031009,0,0,1301490135.0,252476206324,0.3608818453098789,18062144905,-0.7393543270303364,252476206324,-105513314223,146962892101,1413736788.0,-117083412154.0,-41207719300.0,-8827875722,22465341013,-100258906,22365082107,-5813627580,1617072911,18168527438,106382533,18062144905,252476206324,0,-100258906,33229472506,1249929094,0,0,0,40333985960,-16043426495.0,293250788502,16952360000.0,58186190406.0,-1394250398,-47355365463,-1388291139,-72941870,0,352340336686,-663649000,0,0,0,0,0,0,-663649000,0,2796482989695,-3280567367200,0,0,-484084377505,-132407689819,381404028881,0,248996339062,88081021773,760984093841,1.8262742443,4.4312162089,0.010380417561910662,1.055067574903946,0.1139052995,53.7262238985,0.0,37.5942319202,0.0,0.5471209283053502,0.5820861072049067,0.07153998853191355,0.1092004149,0.1259621888,0.0218698433,593986080460.0,138135016379.0,0.0417536534,1.2709711181,0.2127745134,1.2709711181,-3.352163592781025,5.431216208897265,1.4561867422,2614745656800,109175184,13.2670633789,2.5959660298,-517.8101887704,165.4418544877378,16447.0663723452,8.897156502
TVS,2022,4,9415358289099,296711202252,8745614367473,361654019382,11378699992,44217088857,0,19729829269,0,0.0,24487259588,9459575377956,7691092986859,7494936961231,196156025628,1768482391097,1768482391097,0,639006092008,9459575377956,52161916311,0,1070751840000.0,1070751840000,185500000000,870280000,2907884479000,2876271102,0,0,1311008333.0,350510302475,0.126909127990626,11904486941,-0.919412929759448,350510302475,-172007657325,178502645150,2287225100.0,-135820076841.0,-58130413857.0,-12818074663,32151718746,64493,32151783239,-17654926202,-2888027195,11608829842,-295657099,11904486941,350510302475,66050,-1557,7660841743,1152848450,0,0,0,61963051307,-17450988733.0,-178719533831,-16497500000.0,-50533035477.0,-1515355656,-48208318874,-6760132320,0,0,-125340020610,-2593285200,0,0,0,0,0,0,-2593285200,0,3151652082300,-2976003913300,0,0,175648169000,47714863190,248996339062,0,296711202252,6034514446,-252222330766,1.8540667950999998,4.3489791165,0.011156361730444752,1.059001460782058,0.1228028093,52.1788894855,0.0,23.0448701682,0.0,0.4726952940243957,0.5092650455338089,0.03396330109825825,0.0247780733,0.1013440565,0.0052444609,497441698024.0,165684570487.0,0.0440528634,1.2562291501,0.2573243282,1.2562291501,-2.8502217598963204,5.348979116545328,1.375161486,2478276676800,109175184,55.9854599727,2.4246191035,14.5165482198,109.04022786899998,16507.1522367574,10.3495910341
TVS,2023,1,9945091678341,151849284614,9484439822590,298849240721,9953330416,44439634243,0,18365189661,0,0.0,26074444582,9989531312584,8144733980764,7962591016825,182142963939,1844797331820,1844797331820,0,680265626103,9989531312584,52514737617,0,1091751840000.0,1091751840000,168500000000,12000000,2620593133055,2679851768,0,0,1366414961.0,297049864911,0.25218119782944537,41259534095,-0.2566169323398437,297049864911,-92274478474,204775386437,435714250.0,-141267917450.0,-54450264207.0,-9993467754,53949715483,-39755793,53909959690,-9608080656,-2986938311,41314940723,55406628,41259534095,297049864911,17803174,-57558967,53909959690,1461639608,0,0,0,54450264207,-192037470733.0,256847894918,17611800000.0,-7254799868.0,551579746,-59893701736,-6525261491,0,0,145527558047,-97000000,0,0,0,0,0,0,-97000000,14000000000,2680620133055,-2984911479000,0,-1129740,-290292475685,-144861917638,296711202252,0,151849284614,-16834222749,789402078875,1.6032076164,4.4149749353,0.0099551258798069,1.1047003233277128,0.1156761595,58.8121563266,0.0,33.8652994187,0.0,0.6557212835001934,0.6893636746758103,0.1388976699496628,0.0446487069,0.1183111817,0.0083436692,553264879272.0,194781918683.0,0.0425531915,1.2489768289,0.2350866165,1.2489768289,-3.5772446932949737,5.414974935338152,1.928954733,3555894792000,151314672,44.0810464982,3.2134910328,2.6452375955,272.6737172916054,12182.7638555698,11.1962737695
TVS,2023,2,7677862701899,164357139862,7136277080460,370374629447,6853852130,3730288412794,0,18904432306,3685939161519,0.0,25444818969,11408151114693,9440498232177,9421963728314,18534503863,1967652882516,1967652882516,0,433978154960,11408151114693,42438322410,0,1513146720000.0,1513146720000,0,12000000,3405447855359,2625193353,0,0,1515992655.0,343745853892,0.6646681260554844,122705973002,5.398474743417327,343745853892,-31094139776,312651714116,405090724.0,-153183313973.0,-53498054777.0,-11691253587,148182237280,-3760130,148178477150,-20456386530,-4891539924,122830550696,124577694,122705973002,343745853892,50000,-3810130,148178477150,1484395556,0,0,0,53498054777,-62463626347.0,-660441036802,-12873000000.0,-4067411642.0,3243161101,-40540361171,-1127755168,0,0,-586679744920,-2023638201,0,0,0,0,0,0,-2023638201,25000000,3777447611502,2984911479000,-6161169368198,-3483935,601211238369,12507855248,151849284614,0,164357139862,2603307377,645371706735,1.7307157607,4.7978473826,0.009607605322046063,1.1782686032875398,0.1229974426,66.0816462805,0.0,43.2063596957,0.0,0.8755318998656416,0.9095432296158855,0.3569671360765051,0.1252193814,0.1488082962,0.0227856728,804910778786.0,300960460529.0,0.0438596491,0.8148898598,0.1673156097,0.8148898598,-5.625633712917532,5.797847382565576,1.7546970099,3449974521600,151314672,14.8670155172,2.7737313658,-16.1273188173,810.9324190452595,12993.6962746151,8.3146870512
TVS,2023,3,7454432131111,169580650866,6951883502468,326941117694,6026860083,3565284164446,0,17444209711,3522374484870,0.0,25465469865,11019716295557,8989650172604,8978076843014,11573329590,2030066122953,2030066122953,0,496023911688,11019716295557,42473045403,0,1513146720000.0,1513146720000,0,12000000,2567931267080,2272536481,0,0,1883476364.0,352465606093,0.39603494216276636,62045756728,2.4351267279903377,352465606093,-91138697884,261326908209,298461797.0,-164312537891.0,-53981036317.0,-15183578631,82129253484,-425000000,81704253484,-26452187320,6961174273,62213240437,167483709,62045756728,352465606093,0,-425000000,81704253484,1541722595,0,0,0,53981036317,-4060358262.0,666542797710,10447999993.0,-2934619308.0,482668719,-66114584240,-16875000000,0,0,842621599283,-81500000,0,0,0,0,0,0,-81500000,200000000,3427828767080,-10426514723557,6161169368198,0,-837316588279,5223511004,164357139862,0,169580650866,36611706503,367616045365,1.2649495689,4.4282548588,0.008592926857783867,1.2156428588230586,0.1283542239,72.2034145165,0.0,29.5196543709,0.0,0.6983470878377102,0.7414252729670522,0.17603350697324177,0.1251377757,0.1973838178,0.0227252093,913210885486.0,246143329578.0,0.0468384075,0.8302927522,0.2198211962,0.8302927522,-4.559811118344225,5.428254858776405,1.5928389155,3230568247200,151314672,13.5290566522,2.4041051183,11.6567658719,410.0445509210105,13403.7408255361,6.1659386997
TVS,2023,4,11575344841280,181136606014,10874983569647,512515605916,6709059703,1953761570835,0,18122743429,1909218077700,0.0,26203749706,13529106412115,11473690369338,11275423630107,198266739231,2055416042777,2055416042777,0,521294108385,13529106412115,44021970530,0,1513146720000.0,1513146720000,83470000000,12000000,4315445504810,2524323884,0,0,1963199491.0,347096018460,-0.00974089489207959,25270196697,1.1227455515086024,347096018460,-137716483804,209379534656,548909277.0,-151286221686.0,-41939157384.0,-29523897581,29118324666,-886913,29117437753,-544108288,-3223409641,25349919824,79723127,25270196697,347096018460,1251036,-2137949,29117437753,1607516282,0,0,0,41939157384,1095141544.0,-1872787967782,-53951556414.0,8657986389.0,102489549,-48925508120,-27056000000,0,0,-1816925232582,-2503050000,0,0,0,0,0,0,-2503050000,0,6696502150470,-4865517912740,0,0,1830984237730,11555955148,169580650866,0,181136606014,-126980266147,694920509686,2.1807679864,5.582174183,0.00881706820022432,1.2308228811175819,0.1159250761,70.4037928405,0.0,38.812345926,0.0,0.5181725733213125,0.6032323147496124,0.07280462855528891,0.1315394792,0.1427330374,0.0218613197,927341619904.0,179855637075.0,0.0418410042,1.0265995515,0.1738423818,1.0265995515,-4.28848952372171,6.5821741830117775,1.7616846241,3628370660800,151814672,14.3920682423,2.7230159401,-2.7492066798,166.45424558833153,13566.5599125096,6.5009535041
TVS,2024,1,12553181992625,451329771762,11726664054858,368603905609,6584260396,2177878298176,0,16757906686,2134188701516,0.0,26931689974,14731060290801,12571254019309,12357267650821,213986368488,2159806271492,2159806271492,0,613958185245,14731060290801,3908207474,0,1513146720000.0,1513146720000,83470000000,12000000,4075145177650,2391262042,0,0,1591113395.0,371994080958,0.2522950686055833,101479893676,1.4595501597847114,371994080958,-53112348050,318881732908,111036472.0,-169874237822.0,-44713582872.0,-18816798998,130301732560,927047155,131228779715,-13913003641,-15590559257,101725216817,245323141,101479893676,371994080958,990006428,-62959273,131228778715,1664336742,645350000,0,0,44713582872,-316634096673.0,618748072425,44212958219.0,-15424311951.0,-1024566783,-38771548693,-8393176489,0,0,409924380332,-82499999,0,0,0,0,0,0,-82499999,0,2992376485340,-3232676812500,0,651612575,-239648714585,170193165748,281136606014,0,451329771762,135024001457,1297607944573,1.9641044818,5.8205470487,0.007758986029068058,1.2933337691292988,0.1116872322,79.4786255509,0.0,30.8007408087,0.0,0.8066390011831367,0.8572225990445352,0.27279975373440846,0.1518412348,0.1625444534,0.0245818821,1033322332267.0,300064933910.0,0.0416666667,1.0158541797,0.2159470232,1.0158541797,-6.7108228559761205,6.820547048705782,1.8517608089,4007886576000,166995274,12.8385766714,2.8318251678,-3.4744005372,607.6812310029803,12960.637186038,7.4679147584
TVS,2024,2,6268675561892,280744352457,5734528983138,248917427738,4484798559,179992073011,0,18348571318,135195753943,0.0,26447747750,6448667634903,4268158312331,4253745783057,14412529274,2180509322572,2180509322572,0,489641782232,6448667634903,131790384477,0,1669952740000.0,1669952740000,0,12000000,3999036925598,2356147177,0,0,752785439.0,316174947701,-0.08020723996764884,26203449061,-0.7864533533296467,316174947701,-129123448778,187051498923,2995631838.0,-150445743147.0,-42264189667.0,-16840700468,22760687146,-220245911,22540441235,-13744019899,17363039215,26159460551,-43988510,26203449061,316174947701,5888707,-226134618,22540442235,1711147280,0,0,-2637397540,42264189667,222873820286.0,-505375176413,-226222155039.0,230652069118.0,430311019,-48497506488,-8388000000,0,0,-134423406337,-5380359900,863636364,0,0,0,44828929071,0,40312205535,1150000000,5056697598530,-5132968745650,0,-1353071383,-76474218503,-170585419305,451329771762,0,280744352457,-149513892282,470999973883,1.8339921248,1.9574134667,0.008414809846516552,1.3057311565427894,0.1213885535,78.5432732357,0.0,59.604056488,0.0,0.5383437229693631,0.5916075903012109,0.0828764241175112,0.1021421981,0.1450389176,0.0188065699,902799421917.0,170210798455.0,0.0447427293,1.4736836383,0.3343541608,1.4736836383,-4.027305380656596,2.957413466729201,1.7122758025,3732344373900,166995274,17.3206374152,2.6895308288,-5.3290078447,156.9113211012187,13052.8037406196,8.2536492067
TVS,2024,3,6471929596877,275029557694,5864590271268,326350503473,5959264442,405804271572,2005037467,17160735903,360001304416,0.0,26637193786,6877733868449,4648783901978,4629558598006,19225303972,2228949966471,2228949966471,0,538060385646,6877733868449,4278361822,0,1669952740000.0,1669952740000,0,12000000,4386815791072,2524420238,2005037467,0,774825924.0,173580329814,-0.5075254810303396,48418603414,-0.21963070534766063,173580329814,-65049466773,108530863041,6399387847.0,-43913448875.0,-43913448875.0,-12430354830,58586447183,-446853693,58139593490,-4886174893,-4812774698,48440643899,22040485,48418603414,173580329814,104204,-446957897,58139593490,1778925014,0,0,-6230550473,43913448875,18228257222.0,-474701179624,-257568315450.0,-15446468024.0,-1592885584,-39183099333,-5800000000,0,0,-392902570638,-591089599,0,0,0,0,0,0,-591089599,0,4636263691072,-4248484825598,0,0,387778865474,-5714794763,280744352457,0,275029557694,160482930321,-37568899,1.9681086866,2.0856385167,0.007699022481949135,1.3347383510212392,0.1162726745,68.6941957452,0.0,99.2752436394,0.0,0.5536370873011734,0.6252486278675484,0.2789406119108251,0.0934484896,0.1127959944,0.0193689599,752993802969.0,96100508211.0,0.0544959128,1.3979582416,0.2717960006,1.3979582416,-2.1884072117530757,3.085638516748861,1.3752793585,3064363277900,166995274,15.1945704412,2.5349505705,-1.5818232799,289.9399620973705,13342.743702717,9.5311864572
TVS,2024,4,6787522628360,211433657695,6235050870573,335882618537,5155481555,597961212986,3672463030,21197826330,543616125645,0.0,28984180481,7385483841346,5051314728251,5032135356448,19179371803,2334169113095,2334169113095,0,642838476895,7385483841346,3155281135,0,1669952740000.0,1669952740000,0,12000000,4652098490000,4663596587,3672463030,0,1215881299.0,287760736079,-0.1709477470939008,104778091249,3.1463108698888336,287760736079,-92659777751,195100958328,4306743646.0,-46681038939.0,-46681038939.0,-19930207736,132796455299,-912985090,131883470209,-26020755754,-554067831,105308646624,530555375,104778091249,287760736079,25656,-913010746,131883470209,1984225933,0,0,-3614821229,46681038939,-337332384.0,-502478362278,39899428550.0,99838120895.0,-1365599312,-38298503483,-1950000000,0,0,-322341665067,-6511933860,0,0,0,0,0,0,-6511933860,0,5044597490000,-4779314791072,0,-25000000,265257698928,-63595899999,275029557694,0,211433657695,-30850869415,275008784,1.9930426051,2.1640740167,0.009081529787656502,1.39774561110933,0.1099242281,58.4686387607,0.0,166.0255945268,0.0,0.6087374983080032,0.6779971478611947,0.36411531564971705,0.1280671275,0.1061435137,0.0268594517,748685626137.0,175170750592.0,0.0600600601,1.348835464,0.2616456134,1.348835464,-3.752503255570269,3.1640740167078945,1.1918247114,2780471312100,166995274,9.8918517969,2.4188315747,-6.3182224859,627.4314759889552,13970.175178706,9.2068448101
TVS,2025,1,6534366882264,134482091468,6144194175569,251075021910,4615593317,453562663593,3073762918,21586742601,398539203987,0.0,29899816587,6987929545857,4610175390332,4593115883173,17059507159,2377754155525,2377754155525,0,686353058852,6987929545857,52604806279,0,1669952740000.0,1669952740000,0,12000000,4482775930000,5123410929,3073762918,0,1286341772.0,177401848872,-0.5231057214267085,43514581957,-0.5711999650302038,177401848872,-68840133940,108561714932,2563027585.0,-46223994058.0,-46223994058.0,-12809493187,52091255272,-25339693,52065915579,-10600737793,2119864644,43585042430,70460473,43514581957,177401848872,96697740,-122037433,52065915579,2206883729,0,0,-2484058342,50183914238,-74505162265.0,54813497069,113255086900.0,-242619040451.0,98078132,-43159697427,-32763686235,0,0,85369009773,-2568320000,0,0,0,0,0,9659804000,7091484000,0,3180312180000,-3349634740000,0,-89500000,-169412060000,-76951566227,211433657695,0,134482091468,-49512671033,-164238856,1.8852983264,1.938878071,0.009078626800353009,1.4238451775138259,0.1378951977,48.7863372922,0.0,173.0998205974,0.0,0.539747597636864,0.6119536838104211,0.2452882099802516,0.0977980045,0.0783079838,0.0321900672,544915460959.0,95752221745.0,0.0533333333,1.4226435928,0.2909556384,1.4226435928,-2.0714830835443165,2.9388780709812656,1.3175694488,3131161387500,166995274,14.0463385405,3.2789850421,-4.0967438255,260.57373310456677,14230.7489118105,13.7282608107
TVS,2025,2,6185643233191,416581546767,5606968185688,156463088642,5630412094,481502978172,1615734470,20376755428,428977422972,0.0,30277407802,6667146211363,4251022644284,4226810239816,24212404468,2416123567079,2416123567079,0,724650653430,6667146211363,2534944910,0,1669952740000.0,1669952740000,0,12000000,4130061035754,5497577274,1615734470,0,1358158748.0,225430068297,-0.28700844283784155,52369431643,0.998570169945461,225430068297,-101531501141,123898567156,5516327999.0,-52676623007.0,-52676623007.0,-13184342764,63553929384,-350716241,63203213143,-3609067215,-7152897309,52441248619,71816976,52369431643,225430068297,46959564,-397675805,63203213143,2267927173,0,0,-5333744985,55237772165,-13504283387.0,662371691585,64839800000.0,-22622218080.0,-1395725618,-62586865721,-2900000000,0,0,720969169475,-850460000,0,0,0,-85300000000,0,0,-86150460000,0,5495676215754,-5848391110000,0,-4359930,-352719254176,282099455299,134482091468,0,416581546767,50070898983,2871657019,1.7093749227,1.7594392531,0.008433656169595129,1.44682152327197,0.1238145855,43.0353992536,0.0,137.3575202698,0.0,0.4911244769980552,0.5496097663101708,0.23230899071548977,0.1065316843,0.072979565,0.0356870965,485975666789.0,110714224392.0,0.0435729847,1.4634305498,0.4793310907,1.4634305498,-2.101771489362323,2.7594392531104366,1.5871278945,3832541538300,166995274,15.3867457862,4.4349240412,42.072407772,313.5982856796295,14460.0823154492,15.530364382
