Symbol,Year,Quarter,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Other current assets,LONG-TERM ASSETS (Bn. VND),Long-term trade receivables (Bn. VND),Fixed assets (Bn. VND),Long-term investments (Bn. VND),Good will (Bn. VND),Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Other Reserves,Undistributed earnings (Bn. VND),TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),Other current assets (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Long-term prepayments (Bn. VND),Other long-term assets (Bn. VND),Other long-term receivables (Bn. VND),MINORITY INTERESTS,Revenue (Bn. VND),Revenue YoY (%),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Net Sales,Cost of Sales,Gross Profit,Financial Income,Financial Expenses,Interest Expenses,General & Admin Expenses,Operating Profit/Loss,Net other income/expenses,Profit before tax,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Minority Interest,Attributable to parent company,Sales,Other income,Other Income/Expenses,Net Profit/Loss before tax,Depreciation and Amortisation,Provision for credit losses,Unrealized foreign exchange gain/loss,Profit/Loss from investing activities,Interest Expense,Interest income and dividends,Operating profit before changes in working capital,Increase/Decrease in receivables,Increase/Decrease in inventories,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Other payments on operating activities,Net cash inflows/outflows from operating activities,Purchase of fixed assets,Proceeds from disposal of fixed assets,"Loans granted, purchases of debt instruments (Bn. VND)",Investment in other entities,Proceeds from divestment in other entities,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Payments for share repurchases,Proceeds from borrowings,Repayment of borrowings,Dividends paid,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Cash and Cash Equivalents at the end of period,_Increase/Decrease in receivables,_Increase/Decrease in payables,Chỉ tiêu cơ cấu nguồn vốn_(ST+LT borrowings)/Equity,Chỉ tiêu cơ cấu nguồn vốn_Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn_Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn_Owners' Equity/Charter Capital,Chỉ tiêu hiệu quả hoạt động_Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Fixed Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Days Sales Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Payable Outstanding,Chỉ tiêu hiệu quả hoạt động_Cash Cycle,Chỉ tiêu khả năng sinh lợi_EBIT Margin (%),Chỉ tiêu khả năng sinh lợi_Gross Profit Margin (%),Chỉ tiêu khả năng sinh lợi_Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_EBITDA (Bn. VND),Chỉ tiêu khả năng sinh lợi_EBIT (Bn. VND),Chỉ tiêu khả năng sinh lợi_Dividend yield (%),Chỉ tiêu thanh khoản_Current Ratio,Chỉ tiêu thanh khoản_Cash Ratio,Chỉ tiêu thanh khoản_Quick Ratio,Chỉ tiêu thanh khoản_Interest Coverage,Chỉ tiêu thanh khoản_Financial Leverage,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_Market Capital (Bn. VND),Chỉ tiêu định giá_Outstanding Share (Mil. Shares),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND),Chỉ tiêu định giá_EV/EBITDA
VDS,2022,3,4860784042379,817454206702,3964861177754,41519898056,36948759867,142174130975,0,47775592125,32500000000,11370435354.0,57325691914,5002958173354,3500847247586,3354059522761,146787724825,1502110925768,1502110925768,0,329304467790,5002958173354,7200778593,0,1051046650000.0,1051046650000,0,10397628000,821715000000,10634438703,0,0,24016788770.0,186816151369,-0.15501207736628098,32351744204,-0.5641586369893917,186816151369,-134017764492,52798386877,8372408436.0,-2979334668.0,-1144333780.0,-35220399281,22971061364,-81574114,22889487250,-166405635,-823976554,21899105061,-10452639143,32351744204,186816151369,15340908,-96915022,22889487251.0,3504991305.0,0.0,-7094000000.0,-8690923891.0,0.0,945079284.0,-161579166207.0,-1552000000.0,0.0,4728482181.0,3442486355.0,0.0,-166405635.0,0.0,0.0,-152108105654.0,-19936606360.0,545455.0,0.0,-6120000000.0,0.0,8592257888.0,-17463803017.0,12000000000.0,0.0,1772419000888.0,-1527150000000.0,-32277000.0,257236723888.0,87664815217.0,729789391485.0,817454206702.0,3027714036.0,552080930419.0,0.5470401592,2.3306183235,0.03180563519340176,0.5619569494081557,0.1919141955,25.0330721777,0.0,5.8158237277,0.0,0.09409244044044077,0.2826221742075845,0.17317423556220632,-0.0003892104,-0.0093821001,-0.0001322375,-10426350073.0,17577987596.0,0.2038043478,1.4492241445,0.5340382105,1.4492241445,-15.3608919907966,3.330618323540976,0.7524549328,1545600000000,210000000,-2016.8623782515,1.7297093838,23.8655644715,154.05592478095238,9781.3166999905,-150.951921914
VDS,2022,4,4021871097003,551659541074,3416744543171,20834205650,32632807108,232254924144,0,44966247001,82725340000,9746087447.0,87660557788,4254126021147,2171214670579,2035783594325,135431076254,2082911350568,2082911350568,0,-50627945599,4254126021147,1638691214,0,2100000000000.0,2100000000000,0,12213750654,486250000000,11522554749,0,0,24118905375.0,196008268861,-0.26511703334227915,14988305338,-0.8545819307214201,196008268861,-190943316248,5064952613,12079611126.0,-9100342103.0,-2407342103.0,-34650180749,-26605959113,-57119393,-26663078506,0,31300861306,4637782800,-10350522538,14988305338,196008268861,67880611,-125000004,-26663078506.0,3529345124.0,122858304.0,525000000.0,-12163611126.0,0.0,-548131630.0,-41943239414.0,1552000000.0,0.0,-5322062058.0,3277226378.0,0.0,0.0,0.0,0.0,-44657838833.0,-12922190115.0,0.0,0.0,-70000000000.0,10000000000.0,12082993320.0,-60839196795.0,575982370000.0,0.0,951443000000.0,-1687723000000.0,0.0,-160297630000.0,-265794665628.0,817454206702.0,551659541074.0,10202029053.0,-574600015449.0,0.2334472852,1.0423941806,0.021588171281863685,0.7792410589479986,0.1985810495,21.2432139243,0.0,6.7560599039,0.0,-0.15093867369942682,0.02584050480335516,0.07646771957681547,-0.0651220715,-0.0652794578,-0.0293009921,-155359468667.0,-29585228136.0,0.0,1.9755887159,0.8430795436,1.9755887159,12.289581983022376,2.0423941806197945,0.9312740604,1917300000000,210000000,-17.1530134452,2.3300768605,-4.8007815788,71.37288256190476,9803.7735485381,-12.52307052
VDS,2023,1,3767862124361,461870762944,3233911039787,39987919918,32092401712,208557487399,0,42731752014,83240000000,9746087447.0,65073380402,3976419611760,1837781205697,1707338428136,130442777561,2138638406063,2138638406063,0,4968192045,3976419611760,2444062964,0,2100000000000.0,2100000000000,0,11806670040,327000000000,9876670240,0,0,23838095226.0,139614357679,-0.5248218611608255,55596137644,-0.4619892389893867,139614357679,-36549683541,103064674138,11801442734.0,-4201917808.0,-3907917808.0,-33673828809,76990370255,7958424,76998328679,0,-21683001184,55315327495,-280810149,55596137644,139614357679,7958424,0,76998328679.0,3498179868.0,0.0,0.0,-11801442734.0,0.0,-4155627505.0,245173068131.0,-2028234000.0,0.0,-173122770.0,3649615228.0,0.0,0.0,0.0,0.0,211963039645.0,-1873260509.0,0.0,0.0,0.0,6000000000.0,11801442734.0,15928182225.0,0.0,0.0,1106119000000.0,-1423799000000.0,0.0,-317680000000.0,-89788778130.0,551659541074.0,461870762944.0,-9670629520.0,-1857149495.0,0.1529010229,0.8593230162,0.01998082139217938,0.800089190446315,0.1536316278,15.9874366556,0.0,1.0399048522,0.0,0.4970179749603029,0.7382097074497547,0.3982121793793308,-0.0767927054,-0.0892047771,-0.0313486637,-206839203850.0,69390845329.0,0.0326797386,2.2068630696,0.9146521619,2.2068630696,-17.7564751200622,1.8593230162176666,1.5192923812,3213000000000,210000000,-20.3016886346,4.8052190608,2.1002113504,264.7435125904762,10070.4776706524,-14.9969989951
VDS,2023,2,4204910768473,581463872856,3570565581271,32509272833,20372041513,276311878956,0,42028630227,158407877324,8121739540.0,55317779622,4481222647429,2233216643549,2097670643223,135546000326,2248006003880,2248006003880,0,109196486628,4481222647429,2827423735,0,2100000000000.0,2100000000000,0,12042369035,561473000000,8390306466,158407877324,0,24327026201.0,191264649842,0.3081574356499633,104228294583,1.4354196039065996,191264649842,-28192585830,163072064012,8941295962.0,-4797219178.0,-4790219178.0,-39370670272,127845470524,474553911,128320024435,-12487347078,-11115451799,104717225558,488930975,104228294583,191264649842,474553911,0,128320024435.0,3787481331.0,0.0,7000000.0,-8661671068.0,0.0,-2227398909.0,-133545962674.0,-4845266000.0,0.0,51471815344.0,300271659.0,0.0,0.0,0.0,0.0,-125305052812.0,-6129596344.0,0.0,0.0,-69354912000.0,0.0,8661671068.0,-66822837276.0,0.0,0.0,1042266000000.0,-730545000000.0,0.0,311721000000.0,119593109912.0,461870762944.0,581463872856.0,8350745541.0,1171973719.0,0.2497649023,0.9934211206,0.0186959599549377,0.8410048649008605,0.1611548289,16.083256249,0.0,13.8796247013,0.0,0.646755131396143,0.8525990774913746,0.5449428039582901,0.1052215149,0.0644550104,0.0467779127,195404996158.0,123701393740.0,0.0314465409,2.0045619564,0.8520497415,2.0045619564,-25.823743996542447,1.9934211206262467,1.5015656637,3339000000000,210000000,15.012452817,4.6784138483,-28.2454336107,496.3252123,10588.9475127571,17.1097782507
VDS,2023,3,4817822045576,360884748982,4397676453669,43080109370,16180733555,343110922185,0,52724699539,228008550284,8121739540.0,53201083895,5160932967761,2826051070753,2731506589731,94544481022,2334881897008,2334881897008,0,200548128983,5160932967761,1981456689,0,2100000000000.0,2100000000000,0,13135593201,869916000000,7104100161,228008550284,0,21461886949.0,253401299390,0.3564207245094176,93451642355,1.8886121800952405,253401299390,-107087775249,146313524141,10160440986.0,-4166121917.0,-4055621917.0,-34993874471,117313968739,41616526,117355585265,-18425565979,-4143516183,94786503103,1334860748,93451642355,253401299390,221350720,-179734194,117355585265.0,3990225989.0,0.0,-7000000.0,-10295156365.0,-5796169766.0,8007374321.0,-828866355190.0,-2282500000.0,0.0,-43994092230.0,-2529400297.0,0.0,0.0,0.0,0.0,-754010208254.0,-3320663350.0,234462274.0,0.0,-76653780000.0,4000000000.0,10076065456.0,-65663915620.0,0.0,0.0,2407733500000.0,-1808638500000.0,0.0,599095000000.0,-220579123874.0,581463872856.0,360884748982.0,-30055344984.0,42904675741.0,0.3725738767,1.2103614638,0.022581313258954676,0.8735061343090161,0.1746324889,17.1067775935,0.0,15.4044236527,0.0,0.43930181075619623,0.5773984762241278,0.36878912057657703,0.1231885539,0.0857547557,0.060038911,289631892915.0,111319649670.0,0.0295857988,1.7637966036,0.6612725709,1.7637966036,-27.44823160250221,2.210361463838664,1.534092376,3549000000000,210000000,13.1996628447,4.5483172639,-4.9732434496,445.00782073809523,11016.2857621857,14.0850964198
VDS,2023,4,4858432725824,805897484347,4001423988296,37487067231,13624185950,431308009301,0,59709044860,327391070408,0.0,41161124489,5289740735125,2897921457431,2840082840366,57838617065,2391819277694,2391819277694,0,288744626094,5289740735125,11754748302,0,2100000000000.0,2100000000000,0,13369228000,190000000000,5874952587,250971070408,0,0.0,180169127963,-0.08080853420134222,74461581823,3.9679787103226944,180169127963,-78211159227,101957968736,27219766139.0,-2345298629.0,-2239298629.0,-37935405793,88897030453,-2072047,88894958406,-16684101889,2250725306,74461581823,0,74461581823,180169127963,1459641,-3531688,90389579376.0,4408392244.0,-9912500.0,0.0,-26821898786.0,-2970563053.0,-1624347907.0,417372991798.0,3671000000.0,0.0,32356514494.0,2038645640.0,0.0,-9717749630.0,0.0,0.0,455398379139.0,-5900514396.0,0.0,0.0,-48403950000.0,0.0,26821898786.0,-27482565610.0,16800000000.0,0.0,1564580000000.0,-1499946000000.0,0.0,81434000000.0,509349813529.0,360884748982.0,870234562511.0,21235539709.0,-40479591041.0,0.0785688931,1.1991141296,0.024963861365632382,0.8948070623621399,0.1613404568,14.6731333231,0.0,29.8063675753,0.0,0.3553470212507652,0.5659014387689014,0.41328713006976214,0.1476504116,0.1417927284,0.0684408074,385516560844.0,64022562943.0,0.0,1.7402083624,0.6827726599,1.7402083624,-28.59045332939379,2.211597165578891,1.9382179761,4609500000000,210000000,14.0721011547,5.9694014983,-21.7476595393,354.57896106190475,11324.835632719,13.3327427665
VDS,2024,1,5324852968823,1023527187391,4209838495247,77324391021,14162895164,308650191798,0,60875994147,196180888560,6497391632.0,48337833435,5633503160621,3073662612510,3006440964544,67221647966,2559840548111,2559840548111,0,402886454325,5633503160621,7190859003,0,2100000000000.0,2100000000000,0,13479403000,190000000000,4670068462,196180888560,0,43111210479.0,288407328407,1.0657426155990588,120729899054,1.1715519129597183,288407328407,-108425057023,179982271384,11279689331.0,-1134849315.0,-964849315.0,-39552536921,150574574479,545454544,151120029023,-22801663079,-5062622079,123255743865,2525844811,120729899054,288407328407,545454544,0,151120029023.0,4609641355.0,0.0,0.0,-11558292920.0,0.0,-10710102934.0,-157444176841.0,-38750590000.0,0.0,-38296109566.0,1686870096.0,0.0,-17053198640.0,0.0,0.0,-59916766797.0,-5347701000.0,536363636.0,0.0,0.0,15115099757.0,2405629284.0,12709391677.0,0.0,0.0,873040000000.0,-672540000000.0,0.0,200500000000.0,153292624880.0,870234562511.0,1023527187391.0,1335475033.0,6477188004.0,0.0742233731,1.2007242462,0.023781166444887602,0.9576657493868312,0.177626971,16.9638585229,0.0,28.9932147764,0.0,0.48691458444781877,0.6240558184777097,0.41860898514903944,0.1663714059,0.1598177542,0.07641406,456269081735.0,140429734463.0,0.0421940928,1.771148355,0.615536881,1.771148355,-145.54576790366482,2.2007242461950094,2.2105923332,5759100000000,243000000,14.1470578044,6.3062117623,-11.4873669332,496.83086030452677,10721.1083853169,10.8898109076
VDS,2024,2,5707276533334,668308016119,4996751592723,27300290893,14916633599,341352857987,0,73323858870,220802612328,4873043725.0,46040599268,6048629391321,3395196153215,3360690383204,34505770011,2653433238106,2653433238106,2454765072,517897617020,6048629391321,1434483883,0,2100000000000.0,2100000000000,0,13391303000,286000000000,4525489454,220802612328,0,49618991583.0,318102784879,0.6631551368314976,119379696891,0.14536745869841036,318102784879,-146463161560,171639623319,19932418031.0,-966136987.0,-966136987.0,-44774996616,145830907747,2909090,145833816837,-9548599042,-16856747211,119428470584,48773693,119379696891,318102784879,2909090,0,145833816837.0,5427801777.0,0.0,0.0,-18999255428.0,0.0,2304505628.0,-557805249771.0,40395590000.0,0.0,73114434406.0,-718504318.0,0.0,-22432566328.0,0.0,0.0,-491802309980.0,-15879551565.0,73573200.0,0.0,-34300000000.0,0.0,27689117073.0,-22416861292.0,7000000000.0,0.0,1336000000000.0,-1184000000000.0,0.0,159000000000.0,-355219171272.0,1023527187391.0,668308016119.0,8932320577.0,82670931990.0,0.1077848863,1.2795483619,0.027633579702324825,0.9926798496468388,0.1879708391,16.8684323877,0.0,26.3302745673,0.0,0.398816460381687,0.5395728408485588,0.3752865506550333,0.1661029255,0.1505856871,0.0737408199,461072635144.0,126864626703.0,0.0464037123,1.6982452659,0.5771280582,1.6982452659,-131.3112202617702,2.2795483618945185,1.9450366935,5236650000000,243000000,12.5012528388,5.0348504711,-5.9986017244,491.2744728024691,11079.4824959794,10.6359835776
VDS,2024,3,5796513375782,464127431567,5276354655402,42575997273,13455291540,297357049995,0,67772751787,182546821076,4873043725.0,45449106055,6093870425777,3250194898367,3208974881904,41220016463,2843675527410,2843675527410,1548406072,353805550871,6093870425777,3235193294,0,2430000000000.0,2430000000000,0,13197578000,196000000000,3379320900,182546821076,0,49595559822.0,226480090293,-0.10623942798164829,77407933851,-0.1716792567759683,226480090293,-109449524137,117030566156,13715973431.0,-1991921441.0,-1955189041.0,-36456240859,92298377287,21808755,92320186042,-12128399013,-2807284939,77384502090,-23431761,77407933851,226480090293,21808755,0,92320186042.0,5944399483.0,0.0,0.0,-14065327190.0,0.0,-10854564260.0,-416463137745.0,3840000000.0,0.0,-68838735187.0,4197199757.0,0.0,-9548599042.0,0.0,-906359000.0,-363253062739.0,-795875956.0,8636364.0,0.0,-7000000000.0,47520707776.0,14453010003.0,54186478187.0,88500000000.0,-14000000.0,1459236000000.0,-1442836000000.0,0.0,104886000000.0,-204180584552.0,668308016119.0,464127431567.0,-4883383051.0,-92520738117.0,0.0689248819,1.1429556105,0.023832800589850333,1.0638516750505052,0.1756993998,15.4868991822,0.0,25.8174846448,0.0,0.35576780807867053,0.5167366632740041,0.3417869259538727,0.1521297379,0.1355050056,0.0679759762,432281484265.0,80574325297.0,0.0558659218,1.8063442654,0.5573147385,1.8063442654,-41.21050374535114,2.142955610455056,1.5567557301,4349700000000,243000000,10.793381895,4.2932043012,-9.2058786017,318.5511681111111,11498.2714715556,9.5566622181
VDS,2024,4,6096485409864,1207137419234,4793781470670,80400896455,15165623505,298502337961,0,64024296861,178579775009,3248695817.0,43507026461,6394987747825,3587377224142,3554384999814,32992224328,2807610523683,2807610523683,1518406072,326052587588,6394987747825,963530121,0,2430000000000.0,2430000000000,0,13153378000,392000000000,2792867569,178579775009,0,48488925445.0,153297292980,-0.1491478328546857,-27752963281,-1.3727151989192306,153297292980,-149978726211,3318566769,9553042897.0,-1432142466.0,-1432142466.0,-44986204066,-33546736866,-87437304,-33634174170,-4816806270,9591382781,-28859597659,-1106634378,-27752963281,153297292980,21629948,-109067252,-33634174170.0,5598626926.0,22100000.0,0.0,-9132216697.0,5318317809.0,9439738302.0,338214146624.0,-50174028748.0,0.0,8893229051.0,-3540895564.0,-5825298631.0,-12401608417.0,0.0,-30000000.0,400595692345.0,-13053040553.0,402454545.0,0.0,7000000000.0,-7000000000.0,8864881330.0,-3785704678.0,0.0,0.0,1692000000000.0,-1345800000000.0,0.0,346200000000.0,743009987667.0,464127431567.0,1207137419234.0,5389126930.0,2582559220.0,0.1396205053,1.2777332162,0.022803838467243476,1.0503593429416387,0.1685911465,15.8853749142,0.0,18.7952944952,0.0,-0.27180934827359404,0.021647915005472133,-0.18104013933645133,0.1128073015,0.0960332662,0.0494773571,328849518707.0,-41667637297.0,0.0,1.715201198,0.666524553,1.715201198,29.094617530180827,2.2777332161571002,1.3298797713,3669300000000,243000000,12.4330783607,3.7162906499,-7.0039473647,-114.20972543621399,11354.4098692922,10.4934565263
VDS,2025,1,6089638598532,663750989889,5361048948706,50438616009,14400043928,258557512292,0,70844617599,144185817777,3248695817.0,42650031986,6348196110824,3502234864743,3470862854245,31372010498,2845961246081,2845961246081,1311767222,345141685512,6348196110824,3409883202,0,2430000000000.0,2430000000000,0,14553278000,433000000000,1895873094,144185817777,0,48412169777.0,168952311087,-0.4141885644161762,19089097924,-0.8418859116625134,168952311087,-112661705215,56290605872,6742408779.0,-3769643835.0,-3769643835.0,-36619982450,22643388366,462652,22643851018,-2312270092,-1319238670,19012342256,-76755668,19089097924,168952311087,727273,-264621,22643851018.0,5653183962.0,0.0,0.0,-6742344979.0,3769643835.0,-12809357388.0,-559366061336.0,41983828748.0,0.0,921626603.0,1717540432.0,-3839112329.0,-4553857553.0,0.0,-1706638850.0,-553201398548.0,-959310000.0,0.0,0.0,-45000000000.0,117231934224.0,6742344979.0,78014969203.0,0.0,0.0,741000000000.0,-809200000000.0,0.0,-68200000000.0,-543386429345.0,1207137419234.0,663750989889.0,-2508798024.0,-233005084.0,0.1521454309,1.2305982274,0.02489303664853336,1.0647067886573138,0.1393303058,12.5643589557,0.0,19.153773413,0.0,0.11642707516365872,0.33317452427752714,0.11298512462590875,0.0686923734,0.0565550869,0.0302380707,208065950273.0,19670623422.0,0.0630914826,1.7545028007,0.627873149,1.7545028007,-5.218164973402587,2.230598227423411,1.5144345584,4236705000000,267300000,22.3328968312,4.8875706685,-4.1694064916,71.41450775907221,10465.9523991919,19.485966707
VDS,2025,2,5746624022451,1289345078324,4392499598174,49785244684,14994101269,1109710124501,0,69267687690,999942873410,1624347910.0,40184682195,6856334146952,4022130711905,4001526230572,20604481333,2834203435047,2834203435047,1311767222,335109485310,6856334146952,3391658014,0,2430000000000.0,2430000000000,0,13481378000,981000000000,1028871210,199942873410,0,47250464312.0,180997830250,-0.43100834430340496,-11017945947,-1.0922932980560336,180997830250,-160666221362,20331608888,13265014557.0,-8468353872.0,-8148339726.0,-42582594403,-17454324830,11637544,-17442687286,-2564768380,8813549999,-11193905667,-175959720,-11017945947,180997830250,11637544,0,-17442687286.0,6225196064.0,0.0,0.0,-13264911615.0,8148339726.0,-4417691407.0,921674154910.0,-1074300000.0,0.0,36104378714.0,-193868652.0,-7967452054.0,-2302009405.0,0.0,0.0,977015279251.0,-4086102431.0,0.0,0.0,-887500000000.0,34300000000.0,13264911615.0,-844021190816.0,0.0,0.0,2578690000000.0,-2086090000000.0,0.0,492600000000.0,625594088435.0,663750989889.0,1289345078324.0,-574062721.0,-1168682622.0,0.3461289997,1.4191397351,0.024439913816155304,1.0603080565084175,0.1136054945,10.7348646017,0.0,13.564032983,0.0,-0.12293509532277942,0.11233067744468168,-0.060873359265034614,0.0207317862,0.009521465,0.0089869225,59747732342.0,-22250985515.0,0.04,1.4361080476,0.6187809754,1.4361080476,2.7307385630965775,2.4191397350551513,2.3977799662,6682500000000,267300000,115.7516483144,9.1575276725,14.4894275289,-41.219401223344555,10426.311151272,107.4752987985
