,ticker,yearReport,lengthReport,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Fixed assets (Bn. VND),Long-term investments (Bn. VND),Good will (Bn. VND),Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Other Reserves,Undistributed earnings (Bn. VND),Minority Interest_x,TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),"Inventories, Net (Bn. VND)",Other current assets (Bn. VND),Investment and development funds (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Long-term prepayments (Bn. VND),Other long-term assets (Bn. VND),_Other Reserves,MINORITY INTERESTS,Revenue (Bn. VND),Revenue YoY (%),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Net Sales,Cost of Sales,Gross Profit,Financial Income,Financial Expenses,Interest Expenses,General & Admin Expenses,Operating Profit/Loss,Net other income/expenses,Profit before tax,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Minority Interest_y,Attributable to parent company,Sales,Other income,Other Income/Expenses,Net Profit/Loss before tax,Depreciation and Amortisation,Provision for credit losses,Profit/Loss from investing activities,Interest Expense,Interest income and dividends,Operating profit before changes in working capital,Increase/Decrease in receivables,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Other payments on operating activities,Net cash inflows/outflows from operating activities,Purchase of fixed assets,Proceeds from disposal of fixed assets,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Investment in other entities,Proceeds from divestment in other entities,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Proceeds from borrowings,Repayment of borrowings,Dividends paid,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Cash and Cash Equivalents at the end of period,_Increase/Decrease in receivables,_Increase/Decrease in payables,Chỉ tiêu cơ cấu nguồn vốn_(ST+LT borrowings)/Equity,Chỉ tiêu cơ cấu nguồn vốn_Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn_Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn_Owners' Equity/Charter Capital,Chỉ tiêu hiệu quả hoạt động_Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Fixed Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Days Sales Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Inventory Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Payable Outstanding,Chỉ tiêu hiệu quả hoạt động_Cash Cycle,Chỉ tiêu hiệu quả hoạt động_Inventory Turnover,Chỉ tiêu khả năng sinh lợi_EBIT Margin (%),Chỉ tiêu khả năng sinh lợi_Gross Profit Margin (%),Chỉ tiêu khả năng sinh lợi_Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_EBITDA (Bn. VND),Chỉ tiêu khả năng sinh lợi_EBIT (Bn. VND),Chỉ tiêu thanh khoản_Current Ratio,Chỉ tiêu thanh khoản_Cash Ratio,Chỉ tiêu thanh khoản_Quick Ratio,Chỉ tiêu thanh khoản_Interest Coverage,Chỉ tiêu thanh khoản_Financial Leverage,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_Market Capital (Bn. VND),Chỉ tiêu định giá_Outstanding Share (Mil. Shares),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND),Chỉ tiêu định giá_EV/EBITDA
29,VIX,2018,2,1308940512459,21540399436,1141317777652,283828648092,0,887125461,39104966725,5917992813,1500000000,0,31686973912,1348045479184,364616341915,28012898623,336603443292,983429137269,983429137269,2462261955,140531671815,0,1348045479184,136243052224,0,0,0,809645830000,809645830000,0,265000000,0,445806679,1500000000,0,0,95458844776,-0.137538933373246,32828084641,0.2980261367893585,95458844776,-45203840477,50255004299,317095822,-7728435542,-7728435542,-4455449084,38388215495,2480913908,40869129403,-9163549230,1122504468,32828084641,0,32828084641,95458844776,2480913910,-2,40869129403.0,2621740919.0,125186625.0,-1405629769.0,7728435542.0,-6361771728.0,-33028825409.0,0.0,186302299154.0,122205402.0,-1888199254.0,-9243734623.0,0.0,458654001.0,16160787925.0,0.0,0.0,0.0,0.0,0.0,0.0,375000000.0,375000000.0,0.0,99000000000.0,-120000000000.0,-36802290000.0,-57802290000.0,-41266502075.0,62806901511.0,21540399436.0,-136250246234.0,-6273805429.0,0.0,0.0,0.006017711483955387,0.06421640091001804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4797832544744434,0.5264572855132118,0.34389777833613117,0.0,0.0,0.0,0.0,45799555215,0.0,0.0,0.0,-5.926109490866994,1.3707601575925907,0.7409595866,728681247000,80964583.0,5.2093226912,1.6160683625,2.9583982061,405.4622826995848,12146.4114410248,3.2851271933
30,VIX,2018,3,1330018448498,6264356419,1246181868120,76886465563,0,685758396,38366096639,5291392614,1500000000,0,31574704025,1368384545137,276030186624,153875695682,122154490942,1092354358513,1092354358513,2462261955,249456893059,0,1368384545137,58210739970,0,0,0,809645830000,809645830000,0,50356000000,80000000000,333536792,1500000000,0,0,152369609660,0.6252120314330946,108925221244,25.27984014422978,152369609660,-14440018002,137929591658,361258422,-6409838066,-6409838066,-5131842937,126749169077,7903448144,134652617221,-15176348327,-10551047650,108925221244,0,108925221244,152369609660,8353448144,-450000000,134652617221.0,626600199.0,-209970593.0,-361258422.0,6409838066.0,-9635617132.0,50996985895.0,0.0,49956734500.0,201872480.0,-17656611099.0,-9163549230.0,0.0,-466094620.0,129723956983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000000000.0,-225000000000.0,0.0,-145000000000.0,-15276043017.0,21540399436.0,6264356419.0,77966388391.0,2986796936.0,0.0732363078,0.2526928963,0.0048440257255008955,0.07132904930687331,0.372515997,70.3656943966,0.0,0.0,37.4465336595,0.0,0.0,0.8715501012132737,0.9052303275290808,0.7148749772809518,0.2454120505,0.2764851603,0.1788765241,328725581242.0,132797748721,8.6434601813,5.4163220719,8.6434601813,-20.717800879464527,1.252692896286654,0.659662117,720584788700,80964583.0,2.9452421169,1.4142605334,1.6278868593,1345.3440653674459,13491.7555063922,2.4163633061
31,VIX,2018,4,1492760047632,3939873002,1451978421701,36291812295,0,549940634,37524667188,4664792415,1500000000,0,31359874773,1530284714820,425965501795,308567686565,117397815230,1104319213025,1104319213025,2462261955,239766162523,0,1530284714820,814192203,0,0,0,809645830000,809645830000,0,10411000000,80000000000,266957540,1500000000,0,0,89335451509,-0.39017021242901084,11964854512,-0.701398450011842,89335451509,-63557880440,25777571069,271913731,-4696605367,-4696605367,-7355740348,13997139085,251635663,14248774748,-7040595948,4756675712,11964854512,0,11964854512,89335451509,1416567174,-1164931511,14248774748.0,626600199.0,-148648345.0,-271913731.0,4696605367.0,-1475042586.0,-243784237631.0,0.0,-40184357000.0,213811835.0,-1184909591.0,-15251348327.0,0.0,-191438224.0,-202324483417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440000000000.0,-240000000000.0,0.0,200000000000.0,-2324483417.0,6264356419.0,3939873002.0,57638098316.0,-2997967862.0,0.0724428218,0.3857267869,0.004224134072812149,0.072110335792147,0.3170316018,65.1837919388,0.0,0.0,2.5747582431,0.0,0.0,0.20620963357580516,0.2885480582857195,0.1339317629216282,0.2134727841,0.2382094877,0.1517720002,286665904151.0,18421830721,4.8377069688,3.594066372,4.8377069688,-3.9223714324474135,1.3857267869388747,0.7679867263,848102497200,100964583.0,3.1405408613,1.8748543013,472.0818206458,118.50546158349408,10937.689041166,3.2157229982
32,VIX,2019,1,1990851586973,108708576143,1825538772553,55224536737,0,1379701540,39367957795,4038192216,1500000000,0,33829765579,2030219544768,674653405232,428250024818,246403380414,1355566139536,1355566139536,2462261955,291013089034,0,2030219544768,12749953804,0,0,0,1009645830000,1009645830000,0,127036507668,80000000000,236548346,1500000000,0,0,135903025719,0.17978978860953668,51246926511,-0.18445559596989122,135903025719,-60585598686,75317427033,1009361675,-9729242554,-9729242554,-4549953688,62047592466,901753423,62949345889,-7696854194,-4005565184,51246926511,0,51246926511,135903025719,951369864,-49616441,62949345889.0,626600199.0,-587362574.0,-450000000.0,9729242554.0,-38919381893.0,-234001915112.0,0.0,116256203123.0,-269370922.0,-5067161418.0,-7103579281.0,0.0,-2500000000.0,-220681296859.0,0.0,0.0,0.0,0.0,0.0,0.0,450000000.0,450000000.0,200000000000.0,440000000000.0,-315000000000.0,0.0,325000000000.0,104768703141.0,3939873002.0,108708576143.0,-11970640463.0,397160597.0,0.0590159327,0.4976912491,0.002978970998333023,0.08851637131499626,0.3014636829,95.029758946,0.0,0.0,1.1583532382,0.0,0.0,0.5207203663833241,0.5541997805753798,0.3770845147845402,0.1807584229,0.1865372835,0.1306147732,272288149518.0,70767473345,4.6488067054,3.4944299253,4.6488067054,-7.2736878489996375,1.497691249106391,0.5995727116,812760466000,116108638.0,3.4113366378,1.718066539,-2.523102981,441.3704905486877,11674.9809737325,2.8794932546
33,VIX,2019,2,1845907806535,102732365520,1712917775185,28826657647,0,1431008183,38686195227,3420173523,1500000000,0,33766021704,1884594001762,518914499365,275514338061,243400161304,1365679502397,1365679502397,2462261955,149685901895,0,1884594001762,334519042,0,0,0,1161086380000,1161086380000,0,325000000,50000000000,172804471,1500000000,0,0,66636329543,-0.3019365602070064,10113362861,-0.6919295483852533,66636329543,-41121828217,25514501326,245781655,-11559824658,-11559824658,-4398645767,9801812556,1747698520,11549511076,-4439367325,3003219110,10113362861,0,10113362861,66636329543,1747698521,-1,11549511076.0,618018693.0,63705642.0,-805143330.0,11559824658.0,12866049654.0,-26844272567.0,0.0,-117902043123.0,89391984.0,-11647430138.0,-7558870861.0,0.0,0.0,24023789377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251000000000.0,-281000000000.0,0.0,-30000000000.0,-5976210623.0,108708576143.0,102732365520.0,12478738404.0,-739963563.0,0.0366118111,0.3799679928,0.002504374940823973,0.08917675826044917,0.2608031335,102.0398222956,0.0,0.0,5.280657113,0.0,0.0,0.3168820327262184,0.38289175740893194,0.15176950666938988,0.1482337202,0.1717217124,0.1069939532,245600727636.0,21115855559,6.699861138,5.413704817,6.699861138,-1.8266588104679191,1.3799679928227793,0.518615598,708262691800,116108638.0,3.5124540062,1.5943085959,-2.3774444752,87.10258801761158,11762.0835617502,2.669089512
34,VIX,2019,3,1848209731999,2005178895,1632468064913,212626269501,0,1110218690,38029968497,2814506231,1500000000,0,33715462266,1886239700496,480383185053,231930881222,248452303831,1405856515443,1405856515443,2462261955,189862914941,0,1886239700496,175381916291,0,0,0,1161086380000,1161086380000,0,15455000000,0,122245033,1500000000,0,0,104253801626,-0.3157834960748826,40177013046,-0.6311505031878639,104253801626,-39123225612,65130576014,322088009,-11501583562,-11501583562,-4860453641,49090626820,0,49090626820,-3861471247,-5052142527,40177013046,0,40177013046,104253801626,2,-2,49090626820.0,605667292.0,3456392615.0,-322088009.0,11501583562.0,-8711301567.0,-81312354701.0,0.0,6344315500.0,212951947.0,-11470021918.0,-4439367325.0,0.0,0.0,-50952186625.0,0.0,0.0,0.0,0.0,0.0,0.0,225000000.0,225000000.0,0.0,150000000000.0,-200000000000.0,0.0,-50000000000.0,-100727186625.0,102732365520.0,2005178895.0,-175051761929.0,67947533.0,0.0,0.3417014324,0.00200198683157443,0.09180025504263088,0.2161289579,106.0751127318,0.0,0.0,4.3818102449,0.0,0.0,0.5781095886480283,0.6247309450416914,0.38537695910726577,0.0867849473,0.1213319283,0.0619271175,173052168381.0,60270122373,7.9687953681,5.6194842564,7.9687953681,-5.240158631036341,1.3417014323838206,0.4872765867,685040964200,116108638.0,5.7207123105,1.7293397893,-1.4431292817,346.02949218989204,12108.1130539401,3.9469935089
35,VIX,2019,4,1728809880343,152040947355,1359795713835,216020279062,0,952940091,37431080716,2213068313,1500000000,0,33718012403,1766240961059,345549708425,212839196888,132710511537,1420691252634,1420691252634,2462261955,193060448172,0,1766240961059,184213869712,0,0,0,1161086380000,1161086380000,0,230000000,180000000000,124795170,1500000000,0,0,130182076635,0.4572274996772692,14834737191,0.23985938785312327,130182076635,-96069578710,34112497925,95675056,-10333917809,-10333917809,-5315961792,18558293380,28565712,18586859092,-19493914195,15741792294,14834737191,0,14834737191,130182076635,76935577,-48369865,18586859092.0,601437918.0,-749335280.0,44701799922.0,-34463557169.0,5620769913.0,157028832593.0,0.0,-13432655500.0,57192605.0,-13036109590.0,-3861471247.0,0.0,0.0,270035768460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340000000000.0,-460000000000.0,0.0,-120000000000.0,150035768460.0,2005178895.0,152040947355.0,-9154243880.0,-59365675.0,0.1266988867,0.243226463,0.0015577405075852418,0.09276894042600023,0.2651125922,127.0671945258,0.0,0.0,1.9193732554,0.0,0.0,0.22120200320462494,0.26203682416776497,0.11395376056715643,0.0921754909,0.113044903,0.0706028413,183401711512.0,28796536133,8.122610429,5.3045182003,8.122610429,-2.78660394491628,1.2432264630223784,0.4086343102,580543190000,116108638.0,4.9886827794,1.328549413,25.8869733892,127.7660081672821,12235.8790621073,3.1544853444
36,VIX,2020,1,1651098290613,76419217978,1332429503256,240661120671,0,1588448708,38428644709,1655812981,1500000000,0,35272831728,1689526935322,293415016291,68377749550,225037266741,1396111919031,1396111919031,2462261955,168481114569,0,1689526935322,209293895929,0,0,0,1161086380000,1161086380000,0,345000000,50000000000,100977210,1500000000,0,0,94296331014,-0.3061498777152182,-24579333603,-1.4796255166195014,94296331014,-115365258108,-21068927094,1346500304,-5989523356,-5989523356,-5772102887,-31484053033,645010955,-30839042078,-1413536321,7673244796,-24579333603,0,-24579333603,94296331014,645010955,0,-30839042078.0,557255332.0,3670976498.0,-1346500304.0,5989523356.0,-28765317119.0,-33554849042.0,0.0,5638890688.0,-262059638.0,-10525632945.0,-19493914196.0,0.0,-1330352945.0,-45921729377.0,0.0,0.0,0.0,0.0,0.0,0.0,300000000.0,300000000.0,0.0,410000000000.0,-440000000000.0,0.0,-30000000000.0,-75621729377.0,152040947355.0,76419217978.0,-25299078420.0,4723004845.0,0.0358137477,0.2101658272,0.0011860173661071892,0.09116394797567019,0.218840645,156.5264116047,0.0,0.0,5.8193606659,0.0,0.0,-0.28464553914632124,-0.22343315871825317,-0.2606605510383087,0.0290217026,0.061622884,0.0224425154,91495966206.0,-26841029981,24.1467188008,16.9272962239,24.1467188008,4.481329879799537,1.2101658271742646,0.6495215105,906804722500,127718975.0,22.3649596529,2.2935682369,4.5987360645,-192.44856610382286,10931.1237349893,9.622123696
37,VIX,2020,2,1737369461475,152171187094,1548359464022,35143307953,0,1695502406,38614396437,1320909125,25000000000,0,12293487312,1775983857912,309094464733,76202964690,232891500043,1466889393179,1466889393179,2462261955,239258588717,0,1775983857912,3897333535,0,0,0,1161086380000,1161086380000,0,54600000000,0,86586263,25000000000,0,0,167289856686,1.5104902660949973,70777474148,5.998411420689556,167289856686,-83249947346,84039909340,121593143,-4976328769,-4976328769,-3342430593,75842743121,12654462188,88497205309,-9865497859,-7854233302,70777474148,0,70777474148,167289856686,12707643385,-53181197,88497205309.0,456792103.0,-3787583470.0,-221460411.0,4976328769.0,406010678.0,90595620634.0,0.0,48975829312.0,49178490.0,-472273973.0,-1413536320.0,0.0,0.0,125773990095.0,-149392727.0,127371748.0,0.0,0.0,0.0,0.0,0.0,-22020979.0,0.0,40000000000.0,-90000000000.0,0.0,-50000000000.0,75751969116.0,76419217978.0,152171187094.0,204872637826.0,-4570388343.0,0.0,0.2107142271,0.0009004831115026091,0.09578560751680212,0.2787427151,247.8779024068,0.0,0.0,3.2401226932,0.0,0.0,0.4823811816544723,0.5023610576566,0.4230828787237712,0.071154947,0.0974327771,0.0568755337,145144259917.0,80697478747,22.7992371234,17.4585152429,22.7992371234,-16.216267552438314,1.2107142271055211,1.0796419262,1583715290000,127718975.0,15.6478312323,3.1928323328,5.2978434318,554.1656918872078,11485.2894268765,9.8629053862
38,VIX,2020,3,1891821430831,190452381057,1646624947313,53174723050,0,1569379411,39843911578,2335768728,1500000000,0,36008142850,1931665342409,315267555907,70380900541,244886655366,1616397786502,1616397786502,2462261955,272663612040,0,1931665342409,4522966083,0,0,0,1277189750000,1277189750000,0,195000000,40000000000,1469698001,1500000000,0,0,230800741288,1.2138352528953753,149508393323,2.721242122997617,230800741288,-36091920905,194708820383,469076781,-5072986301,-5072986301,-3257778569,186847132294,-538520511,186308611783,-24805063137,-11995155323,149508393323,0,149508393323,230800741288,1,-538520512,186308611783.0,235140397.0,-241728403.0,-469076781.0,5072986301.0,-7521491062.0,-124252471658.0,0.0,-56471380000.0,-1219808524.0,-9841972603.0,-9865497859.0,0.0,0.0,-843806037.0,-1250000000.0,0.0,0.0,0.0,0.0,0.0,375000000.0,-875000000.0,0.0,120000000000.0,-80000000000.0,0.0,40000000000.0,38281193963.0,152171187094.0,190452381057.0,851818283.0,262204377.0,0.0247463838,0.1950432985,0.0014450457353414037,0.10554827425220542,0.3476380042,330.9091024133,0.0,0.0,4.2947167377,0.0,0.0,0.8295079155534502,0.8436230286627917,0.6477812527319355,0.1427376589,0.165482005,0.1175647143,275954652463.0,191451041814,26.8797559606,18.5313077698,26.8797559606,-37.73931772223802,1.1950432984626027,2.070181717,3346237145000,127718975.0,15.8934974039,5.3748855384,9.5868572609,1170.6043939281535,12655.8938208046,11.5808330659
39,VIX,2020,4,2098630081539,55551627636,2010309025952,31874047287,0,895380664,16233430204,2244103720,1500000000,0,12489326484,2114863511743,365748689908,126910043885,238838646023,1749114821835,1749114821835,2462261955,372538290453,0,2114863511743,9082943444,0,0,0,1277189750000,1277189750000,0,165000000,80000000000,1450881635,1500000000,0,0,226065980841,0.7365369080325548,132717035333,7.9463691620716626,226065980841,-50017710271,176048270570,459894301,-5635397260,-5635397260,-5034699624,165838067987,-3694364,165834373623,-15665347633,-17451990657,132717035333,0,132717035333,226065980841,6545457,-10239821,165834373623.0,158225008.0,1538973256.0,-459894301.0,5635397260.0,14667501458.0,-275248816441.0,0.0,15295714000.0,176511792.0,-581041096.0,-24805063137.0,0.0,0.0,-175134193421.0,-66560000.0,0.0,0.0,0.0,0.0,0.0,300000000.0,233440000.0,0.0,160000000000.0,-120000000000.0,0.0,40000000000.0,-134900753421.0,190452381057.0,55551627636.0,-4574980141.0,828956498.0,0.0457374204,0.2091050201,0.0012829939418417975,0.11421449129373054,0.3702311622,322.3806056889,0.0,0.0,11.1800379295,0.0,0.0,0.7564763628291323,0.7787472927818397,0.5870721230999567,0.2072199759,0.2276079427,0.1692423234,417728474366.0,171013570946,16.536359277,9.4483536675,16.536359277,-30.346320420008865,1.2091050200605427,2.311057861,4042305558750,127718975.0,12.3082078688,5.6264029325,-42.0522704089,1039.1332637378275,13695.0270845424,9.3167055073
40,VIX,2021,1,2535597313040,52412732399,2068366829323,413587519834,0,1230231484,18306125201,2098759549,1500000000,0,14707365652,2553903438241,486089525550,332572425403,153517100147,2067813912691,2067813912691,2462261955,691237381309,0,2553903438241,15617211699,0,0,0,1277189750000,1277189750000,0,125000000,180000000000,1273037919,1500000000,0,0,510943936638,4.418492227042653,318699090856,13.96614041713082,510943936638,-104674621528,406269315110,932451758,-5863073974,-5863073974,-3113446649,398225246245,0,398225246245,-64847701265,-14678454124,318699090856,0,318699090856,510943936638,1,-1,398225246245.0,145344171.0,0.0,-932451758.0,5863073974.0,-53656779055.0,-279391058196.0,0.0,59902441000.0,-95313294.0,-10707621919.0,-15665347633.0,0.0,-2395882884.0,-3138895237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340000000000.0,-340000000000.0,0.0,0.0,-3138895237.0,55551627636.0,52412732399.0,-6531922442.0,1457492538.0,0.0870484519,0.235074115,0.0010149653874166695,0.13502504877314467,0.5420459037,567.5828141348,0.0,0.0,41.3360899635,0.0,0.0,0.7890413009179771,0.7951348200415945,0.6237457145553641,0.3893802756,0.3753243536,0.3207586546,844654805409.0,403155868461,7.6241958724,2.6238673424,7.6241958724,-68.761859435649,1.2350741150190907,1.3804525996,2854519091250,127718975.0,4.2496808379,2.5147720862,-53.5126295176,2495.31513117765,16190.3422157201,3.5305622365
41,VIX,2021,2,2901598109642,86996922693,2529437302539,283426008140,0,1737876270,18940917847,2903433350,1500000000,0,14537484497,2920539027489,744879092111,429422430123,315456661988,2175659935378,2175659935378,2462261955,799083403996,0,2920539027489,18254630877,0,0,0,1277189750000,1277189750000,0,32075479600,180000000000,1103156764,1500000000,0,0,356223496247,1.129378931297819,107846022687,0.5237337017917227,356223496247,-206400687571,149822808676,1087079978,-12064986303,-12064986303,-6597811560,132247090791,-808946720,131438144071,-61652559543,38060438159,107846022687,0,107846022687,356223496247,2724219,-811670939,131438144071.0,191326199.0,-2724218.0,-1087079978.0,12064986303.0,25808530963.0,-623735183839.0,106521885700.0,-43317675400.0,-370708361.0,-1209424658.0,-64847701265.0,0.0,0.0,-265019809706.0,-996000000.0,0.0,0.0,0.0,0.0,0.0,600000000.0,-396000000.0,0.0,540000000000.0,-240000000000.0,0.0,300000000000.0,34584190294.0,52412732399.0,86996922693.0,-2633985342.0,25961361004.0,0.0827335178,0.3423692646,0.001334506970867925,0.14206722717417464,0.556260117,552.713473376,0.0,0.0,41.7619555238,0.0,0.0,0.4020649918518849,0.4205865425904279,0.3027482011243335,0.3725965587,0.3858135314,0.2977723673,909575514112.0,143224997116,6.7569784578,3.3052534888,6.7569784578,-11.871128032726123,1.3423692646073313,1.4871604191,5134941385200,274595796.0,4.2121262922,3.8782544738,-6.721874158,392.7446241274575,12574.2991541575,5.7476750214
42,VIX,2021,3,2977226425919,118621270336,2817420844516,40177420157,0,1006890910,18488563817,2677471380,1500000000,0,14311092437,2995714989736,672421724111,346794915153,325626808958,2323293265625,2323293265625,2462261955,946716734243,0,2995714989736,5903815036,0,0,0,1277189750000,1277189750000,0,70000000,180000000000,876764704,1500000000,0,0,389138787181,0.6860378567650314,147633330247,-0.012541523818994482,389138787181,-194153877704,194984909477,1470680325,-13938375343,-13938375343,-4112023150,178405191309,8711122,178413902431,-20610425214,-10170146970,147633330247,0,147633330247,389138787181,8945822,-234700,178413902431.0,225961970.0,0.0,-1470680325.0,13938375343.0,-5078536497.0,-104409764287.0,235646699800.0,-32005479600.0,386499316.0,-10917323288.0,-61652559543.0,0.0,0.0,30768523783.0,0.0,0.0,0.0,0.0,0.0,0.0,855823860.0,855823860.0,0.0,340000000000.0,-340000000000.0,0.0,0.0,31624347643.0,86996922693.0,118621270336.0,12326200692.0,-11358798204.0,0.0774762285,0.2894261065,0.0011524465807288952,0.15170745519217896,0.5601773319,597.5037711709,0.0,0.0,29.873592987,0.0,0.0,0.4905007997525041,0.5010677832695889,0.3793847725036244,0.3400218929,0.3628289723,0.2671304975,908988180198.0,190872886327,8.5849771604,3.4640295198,8.5849771604,-13.694055557404571,1.289426106492892,2.0286814463,7304233091400,274595229.0,6.9819979556,4.9273948115,-12.2894824037,537.6398227479765,13111.9649410405,8.1030886666
