,ticker,yearReport,lengthReport,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Fixed assets (Bn. VND),Long-term investments (Bn. VND),Good will (Bn. VND),Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Other Reserves,Undistributed earnings (Bn. VND),Minority Interest_x,TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),"Inventories, Net (Bn. VND)",Other current assets (Bn. VND),Investment and development funds (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Long-term prepayments (Bn. VND),Other long-term assets (Bn. VND),_Other Reserves,MINORITY INTERESTS,Revenue (Bn. VND),Revenue YoY (%),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Net Sales,Cost of Sales,Gross Profit,Financial Income,Financial Expenses,Interest Expenses,General & Admin Expenses,Operating Profit/Loss,Net other income/expenses,Profit before tax,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Minority Interest_y,Attributable to parent company,Sales,Other income,Other Income/Expenses,Net Profit/Loss before tax,Depreciation and Amortisation,Provision for credit losses,Profit/Loss from investing activities,Interest Expense,Interest income and dividends,Operating profit before changes in working capital,Increase/Decrease in receivables,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Other payments on operating activities,Net cash inflows/outflows from operating activities,Purchase of fixed assets,Proceeds from disposal of fixed assets,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Investment in other entities,Proceeds from divestment in other entities,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Proceeds from borrowings,Repayment of borrowings,Dividends paid,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Cash and Cash Equivalents at the end of period,_Increase/Decrease in receivables,_Increase/Decrease in payables,Chỉ tiêu cơ cấu nguồn vốn_(ST+LT borrowings)/Equity,Chỉ tiêu cơ cấu nguồn vốn_Debt/Equity,Chỉ tiêu cơ cấu nguồn vốn_Fixed Asset-To-Equity,Chỉ tiêu cơ cấu nguồn vốn_Owners' Equity/Charter Capital,Chỉ tiêu hiệu quả hoạt động_Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Fixed Asset Turnover,Chỉ tiêu hiệu quả hoạt động_Days Sales Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Inventory Outstanding,Chỉ tiêu hiệu quả hoạt động_Days Payable Outstanding,Chỉ tiêu hiệu quả hoạt động_Cash Cycle,Chỉ tiêu hiệu quả hoạt động_Inventory Turnover,Chỉ tiêu khả năng sinh lợi_EBIT Margin (%),Chỉ tiêu khả năng sinh lợi_Gross Profit Margin (%),Chỉ tiêu khả năng sinh lợi_Net Profit Margin (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_EBITDA (Bn. VND),Chỉ tiêu khả năng sinh lợi_EBIT (Bn. VND),Chỉ tiêu thanh khoản_Current Ratio,Chỉ tiêu thanh khoản_Cash Ratio,Chỉ tiêu thanh khoản_Quick Ratio,Chỉ tiêu thanh khoản_Interest Coverage,Chỉ tiêu thanh khoản_Financial Leverage,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_Market Capital (Bn. VND),Chỉ tiêu định giá_Outstanding Share (Mil. Shares),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND),Chỉ tiêu định giá_EV/EBITDA
43,VIX,2021,4,4711549942912,80418561952,4587892705848,43036713589,0,201961523,18035412793,2451978735,1500000000,0,14083434058,4729585355705,967910100548,449269607690,518640492858,3761675255157,3761675255157,2462261955,842762584695,0,4729585355705,13302472500,0,0,0,2745952290000,2745952290000,0,50000000,250000000000,649106325,1500000000,0,0,313242246833,0.38562310732331756,161568547001,0.21739117058792595,313242246833,-92172233630,221070013203,847388098,-17900197261,-17900197261,-4900932354,199116271686,-12270844,199104000842,-44521769941,6986316100,161568547001,0,161568547001,313242246833,180833260,-193104104,199104000842.0,225492645.0,-180833260.0,-847388098.0,17900197261.0,5380425791.0,-1842205434068.0,0.0,-20000000.0,825379390.0,-871715069.0,-20799080984.0,0.0,0.0,-1585691958384.0,0.0,0.0,0.0,0.0,0.0,0.0,300000000.0,300000000.0,1277189250000.0,330000000000.0,-60000000000.0,0.0,1547189250000.0,-38202708384.0,118621270336.0,80418561952.0,-7481543881.0,-11306812656.0,0.0664597508,0.2573082563,0.0006518315826541658,0.24563157336305508,0.4586339959,668.4501313336,0.0,0.0,4.7719697769,0.0,0.0,0.6901019355931483,0.7057477573287229,0.5157942411488883,0.2670205109,0.237662017,0.2149908649,954210957738.0,216169080849,10.4871325865,3.7413368402,10.4871325865,-12.076351880209595,1.2573082562672206,1.3101509753,10324780610400,549190458.0,5.5524809901,6.5781852731,-2.2408322101,294.1940171163717,14349.4912836905,10.8845525781
44,VIX,2022,1,5622350933169,307670345170,5235421818813,78260507942,0,998261244,39172672420,2226486090,1500000000,0,35446186330,5661523605589,1631773005791,1091049351265,540723654526,4029750599798,4029750599798,2462261955,1110837929336,0,5661523605589,28395014551,0,0,0,2745952290000,2745952290000,0,50000000,750000000000,19511927415,0,0,0,446209483673,-0.12669580422257537,268075344641,-0.15884496588624936,446209483673,-85485750596,360723733077,1989625914,-20446981740,-20446981740,-7527810775,334738566476,3713251,334742279727,-44583773418,-22083161668,268075344641,0,268075344641,446209483673,3713256,-5,334742279727.0,225492645.0,-3060256.0,-1989625914.0,20446981740.0,-47577254773.0,-368627221612.0,0.0,239163000000.0,-19551560617.0,-14320437114.0,-44521769941.0,0.0,-2499931182.0,-173198216782.0,0.0,0.0,0.0,0.0,0.0,0.0,450000000.0,450000000.0,0.0,750000000000.0,-350000000000.0,0.0,400000000000.0,227251783218.0,80418561952.0,307670345170.0,-15137337605.0,-632411566.0,0.1861157363,0.4049315126,0.000552512130679156,0.26313647854957783,0.3691127783,586.7081815766,0.0,0.0,151.0661326763,0.0,0.0,0.7915473230076749,0.8084178984894742,0.6007836105013318,0.222978719,0.1883674516,0.1680524915,901217713404.0,353195922302,5.1531591368,2.6609313751,5.1531591368,-17.27374371401967,1.4049315126034838,0.7110305004,5793959331900,549190458.0,4.4603114018,3.8502826783,-1.5416334415,488.1281907505392,14837.6194744411,6.9198473288
45,VIX,2022,2,8507760768765,3357361504794,5072576816945,66258753323,0,11563693703,19796295606,2000993445,1500000000,0,16295302161,8527557064371,320481431738,84093834642,236387597096,8207075632633,8207075632633,2462261955,1169235627171,0,8527557064371,20059931774,0,0,0,5491904580000,5491904580000,0,50000000,0,361043246,1500000000,0,0,321681720817,-0.09696658360247314,58397697835,-0.45850856267099604,321681720817,-235781438714,85900282103,2147289443,-13259324575,-13259324575,-5161017864,69627229107,34318,69627263425,-15565623020,4336057430,58397697835,0,58397697835,321681720817,34313,5,69627263425.0,225492645.0,0.0,-2147289443.0,13259324575.0,2546439992.0,-124427693719.0,0.0,-188254935000.0,8479449698.0,-40194800709.0,-44547061923.0,0.0,0.0,-19236175376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4118927335000.0,0.0,-1050000000000.0,0.0,3068927335000.0,3049691159624.0,307670345170.0,3357361504794.0,8485350305.0,-4397165059.0,0.0,0.0390494064,0.00024381320881747983,0.5359093392204842,0.268366647,628.5276446442,0.0,0.0,87.2159189779,0.0,0.0,0.2509911475042481,0.267035011765146,0.18153875105704745,0.1387800547,0.1024697702,0.1160288158,841879593622.0,80739264239,101.169851571,92.0164795308,101.169851571,-6.089244122678097,1.0390494064004603,0.5248922017,4307829998600,582139189.0,4.0158844775,2.9299539812,-1.4701321685,100.3156958653062,14098.1328653224,1.1289838844
46,VIX,2022,3,8214486916310,2024913103892,6091627967720,97439129593,0,506715105,23680330995,3297066034,1500000000,0,18883264961,8238167247305,272514651526,48104404432,224410247094,7965652595779,7965652595779,2462261955,598325280317,0,8238167247305,18104513584,0,0,0,5821391890000,5821391890000,0,50000000,0,2949006046,1500000000,0,0,182330603419,-0.5314509644750662,88091237946,-0.40331063589354976,182330603419,-72568979929,109761623490,1275086832,-4082517467,-4082517467,-4617093128,102337099727,2959481,102340059208,-26226171264,11977350002,88091237946,0,88091237946,182330603419,2959486,-5,102340059208.0,231859026.0,-2959486.0,-1275086832.0,4082517467.0,-33166612419.0,-1134102721462.0,0.0,-50908065000.0,8470793067.0,0.0,-15602334515.0,0.0,0.0,-1002006194487.0,-1527931615.0,0.0,0.0,0.0,0.0,0.0,600000000.0,-927931615.0,0.0,0.0,0.0,-329514274800.0,-329514274800.0,-1332448400902.0,3357361504794.0,2024913103892.0,1967647335.0,129116815.0,0.0,0.0342112147,0.0004139103475021137,0.5201447884907962,0.1860988786,506.5748415951,0.0,0.0,109.0347569459,0.0,0.0,0.5766696779935259,0.6019923229111748,0.48314016568882995,0.0961657692,0.094813173,0.0848600898,756157134713.0,105144530362,170.7637172376,139.4853655685,170.7637172376,-25.754826822398016,1.0342112147434606,0.5327617087,4243794687810,582139189.0,5.6659875405,3.358856686,-1.1741747449,151.3233254358349,13683.4158330114,2.9344186308
47,VIX,2022,4,8120725819241,1349906924794,6683345996656,87153216148,0,319681643,27343794799,3500084053,1500000000,0,22343710746,8148069614040,284995914812,284848411475,147503337,7863073699228,7863073699228,2462261955,495746383766,0,8148069614040,216512500,0,0,0,5821391890000,5821391890000,0,0,0,507541971,0,0,0,237226885654,-0.24267276188810621,-102578896551,-1.6348939719707023,237226885654,-360987197431,-123760311777,2179782388,-131506848,-131506848,-8663934545,-130375970782,95818,-130375874964,-2188100365,29985078778,-102578896551,0,-102578896551,237226885654,95820,-2,-130375874964.0,290081981.0,-95818.0,-2179782388.0,131506848.0,-7131223461.0,-485923085187.0,0.0,264790000000.0,2588485915.0,-16000000000.0,-26226171264.0,0.0,-179574839.0,-475263079098.0,-493100000.0,0.0,0.0,0.0,0.0,0.0,750000000.0,256900000.0,0.0,0.0,-200000000000.0,0.0,-200000000000.0,-675006179098.0,2024913103892.0,1349906924794.0,17657835223.0,2974680402.0,0.0,0.0362448485,0.00044512924422209594,0.5134465452761207,0.18442002,399.0040884505,0.0,0.0,128.1365190703,0.0,0.0,-0.5582176993005056,-0.5216959765576774,-0.43240839362791833,0.0536760639,0.0517171129,0.0484537572,407628396884.0,-132424246322,28.5089384111,21.9138791744,28.5089384111,1006.9760498099688,1.0362448484795432,0.555259188,4366043917500,582139189.0,12.4174432494,3.676827421,-2.3206255493,-176.2102577687825,13507.2055752426,5.743296668
48,VIX,2023,1,7850080532358,31527505379,7610033306057,190209710207,0,18310010715,54178416593,3421841714,1500000000,0,49256574879,7904258948951,30746492953,30598989616,147503337,7873512455998,7873512455998,2462261955,506185140536,0,7904258948951,28957500,0,0,0,5821391890000,5821391890000,0,0,0,427875586,1500000000,0,0,272028447637,-0.3903570910286765,10438756770,-0.9610603623993123,272028447637,-253638643445,18389804192,1224403806,0,0,-7728708578,11885499420,-3,11885499417,-25939204347,24492461700,10438756770,0,10438756770,272028447637,0,-3,11885499417.0,308847339.0,0.0,-1224403806.0,0.0,-205690941516.0,-1245890124350.0,0.0,-264840000000.0,-17867273791.0,0.0,-2188100365.0,0.0,-2500068818.0,-1318148814415.0,-230605000.0,0.0,0.0,0.0,0.0,0.0,0.0,-230605000.0,0.0,0.0,0.0,0.0,0.0,-1318379419415.0,1349906924794.0,31527505379.0,348876090.0,-3422417953.0,0.0,0.0039050542,0.00043460167658631937,0.5141281799403182,0.1235012524,331.6755747667,0.0,0.0,62.4911637603,0.0,0.0,0.03919110558696556,0.06760250389892938,0.0383737688490936,0.0068129068,0.0081438423,0.006624256,65176924884.0,10661095614,256.5470504377,199.2329118514,256.5470504377,0.0,1.0039050542086305,0.9650327819,7598197628750,669444725.0,140.4415129672,7.4987073478,-2.7118169494,15.593157104942458,11761.2584907559,116.094310016
49,VIX,2023,2,8528658686483,20272547435,8285280076678,211295588590,0,11810473780,23709516655,3111961199,1500000000,0,19097555456,8552368203138,113293514708,33774428244,79519086464,8439074688430,8439074688430,2462261955,780760232968,0,8552368203138,28710000,0,0,0,6694447250000,6694447250000,0,0,0,483652884,1500000000,0,0,687812647635,1.1381775933307896,565562232432,8.68466657761013,687812647635,20058766547,707871414182,958027165,0,0,-6686591518,702142849829,1054371081,703197220910,-28048608630,-109586379848,565562232432,0,565562232432,687812647635,1054721660,-350579,703197220910.0,309880515.0,-158927.0,-958027165.0,0.0,-40820768999.0,-125501205039.0,0.0,0.0,6464455094.0,0.0,-25939204347.0,0.0,0.0,-11704957944.0,0.0,0.0,0.0,0.0,0.0,0.0,450000000.0,450000000.0,0.0,0.0,0.0,0.0,0.0,-11254957944.0,31527505379.0,20272547435.0,12852080.0,1021642096.0,0.0,0.013424874,0.0003687562101170297,0.5510585185697744,0.1679997924,413.8934656345,0.0,0.0,144.9785813564,0.0,0.0,1.0194415951421938,1.0291631254760591,0.8222620423986818,0.0698805706,0.081118633,0.0683878641,685706871179.0,701184822664,252.5182254713,139.8506565253,252.5182254713,0.0,1.0134248740401985,1.2612959975,10644171127500,669444725.0,18.9562216024,7.7165304128,-3.7918434473,844.8228977112337,12606.0813884671,15.4933529568
50,VIX,2023,3,8752832929023,2218180352909,6408667608251,121553849228,0,4431118635,23873175116,3264718675,1500000000,0,19108456441,8776706104139,138429663718,89259852749,49169810969,8638276440421,8638276440421,2462261955,979961984959,0,8776706104139,5459642750,0,0,0,6694447250000,6694447250000,0,0,0,494553869,1500000000,0,0,323023165823,0.7716343815343231,199201751991,1.26131175626242,323023165823,-67846753863,255176411960,1303165914,0,0,-8056162711,248423415163,0,248423415163,-79570938667,30349275495,199201751991,0,199201751991,323023165823,2,-2,248423415163.0,335667524.0,0.0,-1303165914.0,0.0,347840691974.0,1451083244254.0,-78066195000.0,0.0,7787782082.0,0.0,-28108608630.0,0.0,0.0,2198126230474.0,-488425000.0,0.0,0.0,0.0,0.0,0.0,270000000.0,-218425000.0,0.0,0.0,0.0,0.0,0.0,2197907805474.0,20272547435.0,2218180352909.0,-5599002966.0,841199182.0,0.0,0.0160251486,0.0003779363507890804,0.5640660847309273,0.1821482641,457.2182040086,0.0,0.0,146.0121069362,0.0,0.0,0.7650233029553339,0.789963194465822,0.6166794616214996,0.0819924581,0.0956836618,0.0805986312,827786398564.0,247120249249,98.0601318449,68.7638881138,98.0601318449,0.0,1.016025148613009,1.313582422,11347088088750,669444725.0,16.8698867564,7.4647419091,28.8723086384,297.5626583524129,12903.6440468195,11.0280958369
51,VIX,2023,4,9041916205385,139539567122,8796530648416,104884583146,0,961406701,44895623168,24076066040,1500000000,0,19319557128,9086811828553,257314667846,186613270147,70701397699,8829497160707,8829497160707,2462261955,1171182705245,0,9086811828553,1013582600,0,0,0,6694447250000,6694447250000,0,0,0,705654556,1500000000,0,0,341091837969,0.437829599409272,191220720286,2.8641331376666663,341091837969,-92162162944,248929675025,2971999026,0,0,-16155743257,235745930794,-390882028,235355048766,-22602741750,-21531586730,191220720286,0,191220720286,341091837969,1267848952,-1658730980,235355048766.0,1000278476.0,-180770.0,-2895936231.0,0.0,-56851861196.0,-2126182512544.0,42023260000.0,110460000000.0,3144319688.0,0.0,-39510938667.0,0.0,0.0,-2057233097151.0,-23155356818.0,1267668182.0,0.0,0.0,0.0,0.0,480000000.0,-21407688636.0,0.0,0.0,0.0,0.0,0.0,-2078640785787.0,2218180352909.0,139539567122.0,4547588867.0,-589854394.0,0.0,0.0291426186,0.0027267765764899085,0.5765525018715548,0.1884499298,117.779754867,0.0,0.0,174.1566066268,0.0,0.0,0.6824377069648778,0.729802496908835,0.5606135914145768,0.1157908473,0.1349725899,0.1121473872,1193694773149.0,232773931768,48.4526968434,31.7811069013,48.4526968434,0.0,1.029142618561689,1.4784728847,13054172137500,669444725.0,13.5077144314,8.0385006374,-10.9767125128,285.6407902624074,13189.284837082,9.0776905691
52,VIX,2024,1,10235478670675,707346070591,9384421606437,122874073575,0,20836920072,45438618741,22462998863,1500000000,0,21475619878,10280917289416,1289472625598,1226334814977,63137810621,8991444663818,8991444663818,2462261955,1333130208356,0,10280917289416,577922400,0,0,0,6694447250000,6694447250000,0,0,990000000000,750257598,1500000000,0,0,360594815882,0.32557759680775983,161947503111,14.514060407693549,360594815882,-135029407308,225565408574,2550141013,-14095397261,-14095397261,-12184345434,201835806892,-4,201835806888,-47451890855,7563587078,161947503111,0,161947503111,360594815882,0,-4,201835806888.0,1613067177.0,0.0,-2550141013.0,14095397261.0,-106992916229.0,-568462646004.0,12185185000.0,-110460000000.0,-20242470962.0,-3698876713.0,-62602741750.0,0.0,-2111459708.0,-422643496531.0,0.0,0.0,0.0,0.0,0.0,0.0,450000000.0,450000000.0,0.0,1440000000000.0,-450000000000.0,0.0,990000000000.0,567806503469.0,139539567122.0,707346070591.0,253364159.0,167022213086.0,0.1101046647,0.1434110617,0.002498263594213305,0.5871274232278942,0.1866672089,129.4527724802,0.0,0.0,146.8172364341,0.0,0.0,0.5917474509944874,0.6255370256010928,0.4491121224659958,0.1281360334,0.1397052344,0.1218560859,1397718960513.0,213381063140,8.3463981823,4.8315897944,8.3463981823,-15.13835042665989,1.1434110617159108,1.2545418493,11280143616250,669444725.0,10.0901857352,6.5868587604,-38.4390495015,241.91318127273317,13431.1980183547,8.2726197986
53,VIX,2024,2,10559449824364,571174286048,9857109667122,118210961594,0,12954909600,48164141199,24905796139,1500000000,0,21758345060,10607613965563,1492382356439,1425328972668,67053383771,9115231609124,9115231609124,2462261955,1456917153662,0,10607613965563,702630000,0,0,0,6694447250000,6694447250000,0,450000000,1372000000000,972982780,1500000000,0,0,378836549181,-0.449215494243083,123786945306,-0.7811258634196663,378836549181,-190605517201,188231031980,2562908993,-19963405478,-19963405478,-15949223719,154881311776,5381920,154886693696,-27184175240,-3915573150,123786945306,0,123786945306,378836549181,28813777,-23431857,154886693696.0,1578918724.0,-28813777.0,750141013.0,19963405478.0,-130080788076.0,-538431759852.0,23857750000.0,3660000000.0,7840432380.0,-15435726028.0,-47451890855.0,0.0,-60000000.0,-510940068543.0,-7231716000.0,0.0,0.0,0.0,0.0,0.0,0.0,-7231716000.0,0.0,1706000000000.0,-1324000000000.0,0.0,382000000000.0,-136171784543.0,707346070591.0,571174286048.0,46157676.0,-165812189498.0,0.1505172944,0.1637240194,0.002732327296441952,0.5952105192090358,0.1448745445,75.1467950521,0.0,0.0,83.1303422043,0.0,0.0,0.45476554105841416,0.4968660821848719,0.3267555508400992,0.0760272525,0.0825343699,0.0697931526,870084984319.0,172281808261,7.4084299322,4.4424010678,7.4084299322,-8.629880731063514,1.16372401935955,1.0705772615,16772901489500,1458513173.0,15.9086505693,11.950372187,-13.5699180291,84.87201048132049,10741.8683486406,16.6636549059
54,VIX,2024,3,18170499183659,4152905571996,13515925037689,497239319837,0,4429254137,47332545663,24195808432,1500000000,0,21636737231,18217831729322,2285291193646,2173316262072,111974931574,15932540535676,15932540535676,2462261955,1052922500214,0,18217831729322,633930000,0,0,0,14585131730000,14585131730000,0,605000000,1878800000000,851374951,1500000000,0,0,553757747081,0.7142973188010628,265385146552,0.33224303450900466,553757747081,-197382244369,356375502712,1981751967,-24765180278,-24765180278,-9127937622,324464136779,272727272,324736864051,-14430169696,-44921547803,265385146552,0,265385146552,553757747081,272727273,-1,324736864051.0,1678533707.0,0.0,-272727273.0,24765180278.0,-120077060298.0,-3482519726774.0,-373158000000.0,252255000000.0,8603382398.0,-22587624659.0,-27184175240.0,0.0,0.0,-3476296675325.0,-968546000.0,272727273.0,0.0,0.0,0.0,0.0,0.0,-695818727.0,6551923780000.0,2525800000000.0,-2019000000000.0,0.0,7058723780000.0,3581731285948.0,571174286048.0,4152905571996.0,103106984.0,806875099.0,0.1179221855,0.1434354545,0.0015186409460450432,1.040370243040932,0.1356441825,68.3508787256,0.0,0.0,107.6450967913,0.0,0.0,0.6270748660771457,0.6435584957331022,0.4792441242599559,0.0692663947,0.0542173884,0.06161373,971555166343.0,347247565090,8.360724806,6.1832846981,8.360724806,-14.021604575133066,1.1434354545358787,0.8275490688,13184959083920,1458513173.0,11.0846128961,8.0677432378,-1.2723690776,181.9559476491612,10923.823542097,11.2302974549
55,VIX,2024,4,19558155308985,693527828012,18710234088694,152196410675,0,2196981604,48170088620,24643693104,1500000000,0,22026395516,19606325397605,3561584498167,3472527045297,89057452870,16044740899438,16044740899438,2462261955,1165122863976,0,19606325397605,330125000,0,0,0,14585131730000,14585131730000,0,605000000,2845000000000,883749352,1500000000,0,0,544617506222,0.5966887670630727,112200363762,-0.41324160062681964,544617506222,-376453766488,168163739734,2597584553,-22009816437,-22009816437,-15085023065,133666484785,192880,133666677665,-44383792607,22917478704,112200363762,0,112200363762,544617506222,192880,0,133666677665.0,1896365328.0,-192880.0,-675000000.0,22009816437.0,-160711516310.0,-4536032037746.0,373158000000.0,284684210000.0,2314675936.0,-28398498082.0,0.0,0.0,-357283884.0,-4425258493984.0,-2344250000.0,0.0,0.0,0.0,0.0,0.0,2025000000.0,-319250000.0,0.0,-5671800000000.0,3793000000000.0,0.0,-1878800000000.0,-6304377743984.0,4152905571996.0,-2151472171988.0,-5926449906.0,925906854.0,0.1773166683,0.2219783118,0.0015359358719755454,1.0476967531762724,0.1281007792,75.4439944144,0.0,0.0,131.3837972929,0.0,0.0,0.2810756446866789,0.3087740254633904,0.20601681451691028,0.0533338916,0.0469031925,0.0462354432,892756038096.0,153078716669,5.6322542788,3.8043129256,5.6322542788,-6.9550201432695395,1.2219783118025764,1.1453763009,18377265979800,1458513173.0,20.4272810676,9.9995645876,-1.5336288022,76.92790565011921,11000.7514477471,18.0375821844
56,VIX,2025,1,20563916458536,487051070917,19613202092816,461134058951,0,2529235852,46822071630,23444211311,1500000000,0,21877860319,20610738530166,4193720690957,4070672382812,123048308145,16417017839209,16417017839209,2462261955,1537399803747,0,20610738530166,16830000,0,0,0,14585131730000,14585131730000,0,975000000,3970500000000,707214155,1500000000,0,0,979684153559,1.7168559014436553,372276939771,1.2987507224229242,979684153559,-467829446160,511854707399,2205920939,-41448529865,-41448529865,-7477237163,465134861310,70000000,465204861310,-58937066264,-33990855275,372276939771,0,372276939771,979684153559,70000000,0,465204861310.0,1979981793.0,0.0,0.0,41448529865.0,-180604011376.0,-1489271342314.0,-251646610000.0,-521680765000.0,-354584686.0,-36926277807.0,-58813962303.0,0.0,-28000000.0,-1331196257095.0,-780500000.0,0.0,0.0,0.0,0.0,0.0,0.0,-780500000.0,0.0,5267500000000.0,-4142000000000.0,0.0,1125500000000.0,-206476757095.0,693527828012.0,487051070917.0,198411082.0,-990639724.0,0.2418526945,0.2554496031,0.0014280432378533361,1.0720058612837233,0.1423410574,101.1177433316,0.0,0.0,79.3878311858,0.0,0.0,0.5148368159306198,0.5224691095997954,0.37999689840709483,0.060765538,0.0577306943,0.0506151587,1184119359808.0,504377470236,5.0517247581,3.2205837377,5.0517247581,-12.168766223525502,1.2554496030905855,1.4738725384,24196591756400,1531429858.0,23.6887818463,9.8484397342,-2.1240091549,243.09108107450783,10720.0586128372,23.3760561857
57,VIX,2025,2,24339768830051,1053870185574,23040741638637,241755825235,0,3401180605,45429129464,22225768554,1500000000,0,21703360910,24385197959515,6666569152664,6342316592151,324252560513,17718628806851,17718628806851,2462261955,2109843921389,0,24385197959515,180490500,0,0,0,15314298580000,15314298580000,0,885000000,6207000000000,532714746,1500000000,0,0,1976150333018,4.216366629065237,1301610967642,9.51492921506732,1976150333018,-288624680113,1687525652905,3500521113,-70244408220,-70244408220,-18306239219,1602475526579,31802359,1602507328938,-99692108928,-201204252368,1301610967642,0,1301610967642,1976150333018,31802359,0,1602507328938.0,2051692757.0,-31802359.0,-2250000000.0,70244408220.0,-231845308382.0,-2105752692675.0,251646610000.0,-14823445000.0,-601541892.0,-62146686303.0,-58937066265.0,0.0,0.0,-1671097635343.0,-833250000.0,0.0,0.0,0.0,0.0,0.0,2250000000.0,1416750000.0,0.0,8434500000000.0,-6198000000000.0,0.0,2236500000000.0,566819114657.0,487051070917.0,1053870185574.0,6228481137.0,1031131857.0,0.3503092744,0.3762463352,0.001254372942527375,1.156999043364022,0.195808025,171.5895455051,0.0,0.0,73.5383337408,0.0,0.0,0.8446824038618299,0.8539459901958931,0.6586598933767172,0.1241193502,0.1117597864,0.0990809514,2681529739266.0,1669219413686,3.8376779961,2.2035755334,3.8376779961,-23.7630219398836,1.3762463351614622,3.197928314,56662904746000,1531429858.0,26.5704230969,13.9763131119,-4.9990160697,849.9318208029871,11569.9904336402,23.0525261962
