Price,Close,High,Low,Open,Volume
Ticker,^VNI,^VNI,^VNI,^VNI,^VNI
Date,,,,,
2020-08-14,850.739990234375,860.3200073242188,848.3800048828125,854.2899780273438,304700
2020-08-17,850.1500244140625,852.0499877929688,841.6199951171875,848.0800170898438,237500
2020-08-18,846.4299926757812,851.0599975585938,845.0,850.1500244140625,227500
2020-08-19,851.2100219726562,853.1500244140625,846.219970703125,847.1900024414062,240100
2020-08-20,848.2100219726562,856.989990234375,847.4400024414062,851.2100219726562,285700
2020-08-21,854.780029296875,856.4500122070312,849.6900024414062,849.989990234375,286800
2020-08-24,868.6799926757812,868.6799926757812,860.3499755859375,860.3499755859375,381500
2020-08-25,874.1199951171875,877.5700073242188,870.9199829101562,870.9199829101562,399100
2020-08-26,873.469970703125,876.969970703125,871.780029296875,873.6199951171875,352400
2020-08-27,874.7100219726562,875.7100219726562,871.9299926757812,872.3800048828125,325700
2020-08-28,878.97998046875,885.8599853515625,877.7000122070312,878.7899780273438,398300
2020-08-31,881.6500244140625,888.4400024414062,879.260009765625,882.1300048828125,352700
2020-09-01,891.72998046875,892.510009765625,880.7899780273438,882.4000244140625,317000
2020-09-03,903.969970703125,904.3200073242188,896.260009765625,898.25,370500
2020-09-04,901.5399780273438,903.1099853515625,893.8599853515625,896.02001953125,346400
2020-09-08,890.1400146484375,894.5800170898438,884.8800048828125,891.6099853515625,294000
2020-09-09,889.3200073242188,892.4000244140625,881.5700073242188,883.6799926757812,318400
2020-09-10,888.8200073242188,896.780029296875,888.8200073242188,895.2899780273438,387200
2020-09-11,888.969970703125,890.97998046875,884.6699829101562,888.8200073242188,309900
2020-09-14,894.5700073242188,895.3099975585938,891.8900146484375,891.8900146484375,364400
2020-09-15,896.260009765625,898.739990234375,894.6599731445312,896.6099853515625,381800
2020-09-16,897.469970703125,897.5800170898438,894.6300048828125,897.4299926757812,290400
2020-09-17,894.0399780273438,899.4099731445312,890.9299926757812,897.469970703125,395500
2020-09-18,900.9500122070312,902.1099853515625,895.8200073242188,896.0800170898438,361800
2020-09-21,907.9400024414062,909.780029296875,904.5,904.5,403400
2020-09-22,906.1900024414062,909.6900024414062,902.469970703125,905.9000244140625,401400
2020-09-23,912.5,913.52001953125,908.969970703125,908.969970703125,392500
2020-09-24,908.5800170898438,914.510009765625,907.3200073242188,910.530029296875,398500
2020-09-25,908.27001953125,911.2999877929688,905.5599975585938,910.780029296875,361200
2020-09-28,912.5,913.5999755859375,910.0399780273438,911.2000122070312,420200
2020-09-29,903.97998046875,917.489990234375,903.97998046875,916.6300048828125,465400
2020-09-30,905.2100219726562,907.0,900.4400024414062,904.3400268554688,340700
2020-10-01,914.0900268554688,914.0900268554688,909.1300048828125,910.1300048828125,352400
2020-10-02,909.9099731445312,916.6699829101562,897.719970703125,914.0900268554688,527200
2020-10-05,914.6799926757812,915.5499877929688,910.9600219726562,913.77001953125,456100
2020-10-06,915.6699829101562,918.9299926757812,912.77001953125,918.1099853515625,496100
2020-10-07,919.719970703125,923.5700073242188,912.6900024414062,913.6199951171875,524000
2020-10-08,918.8400268554688,922.0800170898438,913.8900146484375,922.0800170898438,470300
2020-10-09,924.0,924.0,917.7000122070312,919.47998046875,388100
2020-10-12,925.8300170898438,933.1300048828125,923.280029296875,930.780029296875,457200
2020-10-13,929.8599853515625,930.9600219726562,923.780029296875,926.760009765625,359000
2020-10-14,940.1799926757812,940.1799926757812,931.8900146484375,931.8900146484375,474900
2020-10-15,942.760009765625,945.9299926757812,938.7000122070312,945.280029296875,470500
2020-10-16,943.2999877929688,946.22998046875,935.97998046875,944.030029296875,443300
2020-10-19,943.6900024414062,946.2899780273438,941.9199829101562,945.010009765625,389500
2020-10-20,944.4199829101562,944.5399780273438,937.3200073242188,941.0,444300
2020-10-21,939.030029296875,948.2000122070312,939.0,947.1599731445312,412700
2020-10-22,949.9000244140625,949.9000244140625,933.780029296875,938.0599975585938,365100
2020-10-23,961.260009765625,961.260009765625,953.1400146484375,953.4500122070312,452500
2020-10-26,950.7999877929688,970.1500244140625,950.7999877929688,967.52001953125,428200
2020-10-27,946.469970703125,954.719970703125,946.280029296875,950.7999877929688,455900
2020-10-28,921.0499877929688,946.9099731445312,921.0499877929688,942.8200073242188,456100
2020-10-29,919.0800170898438,925.8400268554688,914.3300170898438,916.489990234375,436100
2020-10-30,925.469970703125,926.3200073242188,911.2000122070312,925.4099731445312,312800
2020-11-02,933.6799926757812,933.6799926757812,924.1400146484375,926.0900268554688,297600
2020-11-03,935.4099731445312,937.5700073242188,932.1799926757812,936.72998046875,318700
2020-11-04,939.760009765625,943.5599975585938,933.8599853515625,935.4099731445312,350900
2020-11-05,937.75,945.510009765625,937.75,940.3200073242188,304300
2020-11-06,938.2899780273438,941.2000122070312,934.6300048828125,939.72998046875,268200
2020-11-09,951.989990234375,951.989990234375,942.1500244140625,942.1500244140625,393200
2020-11-10,951.9000244140625,963.469970703125,951.9000244140625,962.6799926757812,456700
2020-11-11,952.219970703125,956.6500244140625,947.6099853515625,954.4600219726562,376500
2020-11-12,959.280029296875,959.280029296875,953.6199951171875,953.969970703125,343900
2020-11-13,966.2899780273438,966.2899780273438,959.1300048828125,959.5599975585938,457800
2020-11-16,950.7899780273438,972.97998046875,950.5,970.1099853515625,518900
2020-11-17,968.9000244140625,968.9000244140625,953.219970703125,955.52001953125,401000
2020-11-18,973.530029296875,974.2999877929688,966.3200073242188,969.47998046875,478700
2020-11-19,983.260009765625,983.260009765625,974.3300170898438,975.3200073242188,500100
2020-11-20,990.0,990.0,980.719970703125,984.7100219726562,501100
2020-11-23,994.1900024414062,995.9000244140625,985.3800048828125,991.8699951171875,489700
2020-11-24,995.760009765625,997.989990234375,984.9199829101562,996.5499877929688,550100
2020-11-25,999.9400024414062,1002.3099975585938,996.7999877929688,1000.3900146484375,475700
2020-11-27,1010.219970703125,1010.219970703125,1004.0,1006.6799926757812,446400
2020-11-30,1003.0800170898438,1012.5,1002.6099853515625,1011.8200073242188,532900
2020-12-01,1008.8699951171875,1008.8699951171875,988.7100219726562,988.7100219726562,583300
2020-12-02,1014.3200073242188,1015.8599853515625,1007.9099731445312,1008.77001953125,684500
2020-12-03,1019.7999877929688,1020.3499755859375,1014.0599975585938,1016.72998046875,518900
2020-12-04,1021.489990234375,1025.1700439453125,1018.6699829101562,1019.7999877929688,553600
2020-12-07,1029.97998046875,1030.4100341796875,1022.1400146484375,1024.3399658203125,520300
2020-12-08,1029.260009765625,1032.5799560546875,1025.6300048828125,1029.97998046875,527700
2020-12-09,1039.1300048828125,1039.550048828125,1029.260009765625,1029.260009765625,586100
2020-12-10,1030.9100341796875,1044.0999755859375,1030.9100341796875,1041.6500244140625,626500
2020-12-11,1045.9599609375,1045.9599609375,1030.06005859375,1033.18994140625,463800
2020-12-14,1064.0899658203125,1064.0899658203125,1048.969970703125,1048.969970703125,583600
2020-12-15,1055.27001953125,1067.449951171875,1052.010009765625,1062.02001953125,675200
2020-12-16,1066.989990234375,1066.989990234375,1057.2099609375,1058.3399658203125,591600
2020-12-17,1051.77001953125,1065.8499755859375,1051.4200439453125,1065.8499755859375,667900
2020-12-18,1067.4599609375,1068.56005859375,1055.75,1055.75,623600
2020-12-21,1081.0799560546875,1081.5999755859375,1070.8599853515625,1071.6199951171875,713700
2020-12-22,1083.449951171875,1084.22998046875,1077.06005859375,1081.8499755859375,756100
2020-12-23,1078.9000244140625,1094.0899658203125,1077.9200439453125,1087.8900146484375,813200
2020-12-24,1067.52001953125,1084.760009765625,1046.8900146484375,1083.8299560546875,757300
2020-12-28,1091.3299560546875,1096.1099853515625,1083.9000244140625,1094.3699951171875,723900
2020-12-29,1099.489990234375,1102.7900390625,1087.9300537109375,1090.489990234375,678800
2020-12-30,1097.5400390625,1108.8299560546875,1094.9100341796875,1099.780029296875,677000
2020-12-31,1103.8699951171875,1105.3299560546875,1096.27001953125,1098.25,527800
2021-01-04,1120.469970703125,1126.4300537109375,1113.5899658203125,1113.77001953125,764000
2021-01-05,1132.550048828125,1134.449951171875,1116.489990234375,1116.9599609375,763400
2021-01-06,1143.2099609375,1152.8499755859375,1133.699951171875,1139.1199951171875,790500
2021-01-07,1156.489990234375,1156.489990234375,1143.43994140625,1147.260009765625,763700
2021-01-08,1167.68994140625,1176.3299560546875,1160.47998046875,1164.0999755859375,808300
2021-01-11,1184.8900146484375,1186.449951171875,1175.0,1176.469970703125,845900
2021-01-12,1192.280029296875,1192.280029296875,1179.239990234375,1190.3800048828125,719900
2021-01-13,1186.050048828125,1200.8199462890625,1183.1800537109375,1197.3199462890625,819300
2021-01-14,1187.4000244140625,1190.5,1178.8399658203125,1189.47998046875,779300
2021-01-15,1194.199951171875,1197.739990234375,1188.8399658203125,1188.8399658203125,783100
2021-01-19,1131.0,1189.9100341796875,1117.1700439453125,1189.9100341796875,986200
2021-01-20,1134.6800537109375,1142.47998046875,1098.050048828125,1136.5,839300
2021-01-21,1164.2099609375,1164.2099609375,1132.6600341796875,1146.8599853515625,721900
2021-01-22,1166.780029296875,1175.719970703125,1161.4300537109375,1166.77001953125,758300
2021-01-25,1166.050048828125,1172.1800537109375,1162.800048828125,1164.199951171875,707200
2021-01-26,1136.1199951171875,1164.969970703125,1121.030029296875,1164.969970703125,782300
2021-01-27,1097.1700439453125,1132.989990234375,1088.8599853515625,1122.4100341796875,785700
2021-01-28,1023.9400024414062,1052.1600341796875,1022.77001953125,1041.7099609375,767900
2021-01-29,1056.6099853515625,1076.1099853515625,998.3300170898438,998.3300170898438,797400
2021-02-01,1035.510009765625,1074.52001953125,1035.510009765625,1056.6099853515625,634300
2021-02-02,1075.530029296875,1075.530029296875,1029.3599853515625,1036.949951171875,602600
2021-02-03,1111.2900390625,1113.239990234375,1082.949951171875,1084.8699951171875,703200
2021-02-04,1112.18994140625,1117.8800048828125,1098.8499755859375,1112.969970703125,523400
2021-02-05,1126.9100341796875,1126.9100341796875,1112.18994140625,1114.7900390625,529900
2021-02-08,1083.1800537109375,1127.06005859375,1075.0999755859375,1127.06005859375,696600
2021-02-09,1114.9300537109375,1114.9300537109375,1078.97998046875,1090.8800048828125,519800
2021-02-17,1155.780029296875,1155.780029296875,1127.4599609375,1127.4599609375,568000
2021-02-18,1174.3800048828125,1174.3800048828125,1148.6600341796875,1157.0999755859375,614800
2021-02-19,1173.5,1178.1800537109375,1157.5999755859375,1160.6500244140625,578300
2021-02-22,1175.0400390625,1182.6700439453125,1169.1199951171875,1173.5699462890625,630000
2021-02-23,1177.6400146484375,1184.3199462890625,1168.3199462890625,1174.5699462890625,598300
2021-02-24,1162.010009765625,1185.5799560546875,1154.3599853515625,1184.3199462890625,603000
2021-02-25,1165.4300537109375,1169.969970703125,1155.739990234375,1169.969970703125,510400
2021-02-26,1168.469970703125,1169.280029296875,1148.8800048828125,1148.8800048828125,554500
2021-03-01,1186.1700439453125,1186.8199462890625,1174.449951171875,1176.9300537109375,643400
2021-03-02,1186.6099853515625,1196.1600341796875,1181.989990234375,1196.1600341796875,577000
2021-03-03,1186.949951171875,1189.1800537109375,1180.25,1184.72998046875,631700
2021-03-04,1168.52001953125,1191.9000244140625,1159.47998046875,1191.780029296875,673500
2021-03-05,1168.68994140625,1169.56005859375,1155.5999755859375,1164.18994140625,594800
2021-03-08,1168.27001953125,1181.25,1164.02001953125,1180.3299560546875,652700
2021-03-09,1161.969970703125,1166.4200439453125,1150.93994140625,1160.9599609375,641400
2021-03-10,1170.0799560546875,1170.5899658203125,1154.8900146484375,1163.8599853515625,723900
2021-03-11,1181.72998046875,1183.72998046875,1170.0799560546875,1170.0799560546875,629100
2021-03-12,1181.56005859375,1186.52001953125,1178.1400146484375,1185.2099609375,624700
2021-03-15,1184.56005859375,1186.06005859375,1178.800048828125,1183.8900146484375,677000
2021-03-16,1179.9000244140625,1184.9100341796875,1171.760009765625,1184.9100341796875,6800
2021-03-17,1186.0899658203125,1186.0899658203125,1176.260009765625,1178.6400146484375,7000
2021-03-18,1200.93994140625,1200.93994140625,1191.93994140625,1196.5999755859375,628600
2021-03-19,1194.050048828125,1199.6700439453125,1191.9599609375,1195.469970703125,680900
2021-03-22,1194.4300537109375,1200.2099609375,1189.31005859375,1200.050048828125,700900
2021-03-23,1183.449951171875,1191.469970703125,1177.0999755859375,1190.280029296875,683700
2021-03-24,1161.81005859375,1174.199951171875,1154.219970703125,1169.4200439453125,750500
2021-03-25,1163.0999755859375,1170.760009765625,1154.43994140625,1164.4100341796875,690700
2021-03-26,1162.2099609375,1165.760009765625,1137.9000244140625,1162.7099609375,670500
2021-03-29,1175.6800537109375,1175.77001953125,1165.780029296875,1169.6500244140625,661000
2021-03-30,1186.3599853515625,1187.2900390625,1172.8499755859375,1179.6400146484375,780700
2021-03-31,1191.43994140625,1196.449951171875,1186.3599853515625,1186.3599853515625,703100
2021-04-01,1216.0999755859375,1217.260009765625,1192.8299560546875,1194.5899658203125,672800
2021-04-05,1236.050048828125,1245.280029296875,1228.1800537109375,1245.280029296875,693000
2021-04-06,1239.9599609375,1244.6300048828125,1231.1400146484375,1233.3699951171875,694100
2021-04-07,1242.3800048828125,1242.3800048828125,1232.52001953125,1237.3900146484375,727800
2021-04-08,1234.8900146484375,1246.4000244140625,1232.260009765625,1242.3800048828125,664500
2021-04-09,1231.6600341796875,1234.97998046875,1227.5999755859375,1231.510009765625,732800
2021-04-12,1252.449951171875,1252.449951171875,1232.3499755859375,1236.7900390625,890300
2021-04-13,1248.3299560546875,1268.02001953125,1247.6600341796875,1262.43994140625,1027100
2021-04-14,1255.8699951171875,1255.8699951171875,1233.010009765625,1240.9000244140625,862000
2021-04-15,1247.25,1265.8699951171875,1247.25,1262.25,806500
2021-04-16,1238.7099609375,1254.6099853515625,1227.1400146484375,1245.06005859375,986900
2021-04-19,1260.5799560546875,1260.5799560546875,1233.77001953125,1243.5799560546875,817100
2021-04-20,1268.280029296875,1286.3199462890625,1261.280029296875,1267.739990234375,843600
2021-04-22,1227.8199462890625,1271.97998046875,1227.8199462890625,1264.31005859375,770400
2021-04-23,1248.530029296875,1248.530029296875,1216.1500244140625,1227.1800537109375,716500
2021-04-26,1215.77001953125,1251.25,1214.1400146484375,1251.25,744900
2021-04-27,1219.75,1220.9599609375,1204.1400146484375,1213.8399658203125,618200
2021-04-28,1229.550048828125,1230.9100341796875,1217.489990234375,1220.260009765625,612700
2021-04-29,1239.3900146484375,1239.3900146484375,1231.25,1234.9100341796875,647200
2021-05-04,1242.199951171875,1242.800048828125,1212.56005859375,1222.0799560546875,798500
2021-05-05,1256.4300537109375,1265.9300537109375,1244.68994140625,1244.68994140625,744400
2021-05-06,1250.5699462890625,1261.489990234375,1246.6400146484375,1255.4200439453125,730500
2021-05-07,1241.81005859375,1250.5,1231.9200439453125,1245.47998046875,783000
2021-05-10,1259.5799560546875,1259.5799560546875,1236.8499755859375,1239.9599609375,773100
2021-05-11,1256.0400390625,1272.550048828125,1256.0400390625,1265.1099853515625,770100
2021-05-12,1269.0899658203125,1269.0899658203125,1249.1800537109375,1251.969970703125,700700
2021-05-13,1261.989990234375,1273.489990234375,1261.989990234375,1262.97998046875,711500
2021-05-14,1266.3599853515625,1271.449951171875,1259.969970703125,1266.4300537109375,731000
2021-05-17,1258.699951171875,1277.8299560546875,1258.5,1272.550048828125,758300
2021-05-18,1252.6800537109375,1262.219970703125,1249.02001953125,1259.5699462890625,692500
2021-05-19,1262.489990234375,1262.7099609375,1250.5799560546875,1254.780029296875,694400
2021-05-20,1278.219970703125,1278.219970703125,1255.780029296875,1264.6199951171875,745200
2021-05-21,1283.9300537109375,1289.030029296875,1268.4599609375,1272.8399658203125,698900
2021-05-24,1297.97998046875,1299.8299560546875,1287.3599853515625,1287.5,715500
2021-05-25,1308.5799560546875,1308.5799560546875,1297.22998046875,1299.18994140625,679100
2021-05-26,1316.699951171875,1317.300048828125,1304.6800537109375,1308.0400390625,713100
2021-05-27,1303.5699462890625,1319.6700439453125,1299.989990234375,1318.4200439453125,733000
2021-05-28,1320.4599609375,1323.0899658203125,1300.06005859375,1307.7900390625,768900
2021-06-01,1337.780029296875,1346.3399658203125,1328.8399658203125,1329.469970703125,629400
2021-06-02,1340.780029296875,1344.97998046875,1330.8199462890625,1337.780029296875,805200
2021-06-03,1364.280029296875,1366.0,1345.2099609375,1345.2099609375,898900
2021-06-04,1374.050048828125,1374.050048828125,1360.4200439453125,1367.06005859375,943300
2021-06-07,1358.780029296875,1375.739990234375,1347.2099609375,1374.5899658203125,876700
2021-06-08,1319.8800048828125,1364.47998046875,1318.1099853515625,1355.3599853515625,924500
2021-06-09,1332.9000244140625,1339.1400146484375,1312.0799560546875,1323.52001953125,822300
2021-06-10,1323.5799560546875,1336.7099609375,1317.489990234375,1332.9000244140625,723500
2021-06-11,1351.739990234375,1352.469970703125,1322.0799560546875,1326.7900390625,731300
2021-06-14,1361.719970703125,1368.530029296875,1352.72998046875,1352.72998046875,775700
2021-06-15,1367.3599853515625,1372.719970703125,1356.5899658203125,1361.5799560546875,730900
2021-06-16,1356.52001953125,1370.1400146484375,1350.72998046875,1363.8499755859375,769600
2021-06-17,1359.9200439453125,1364.550048828125,1337.489990234375,1341.06005859375,768700
2021-06-18,1377.77001953125,1377.77001953125,1363.52001953125,1366.18994140625,809500
2021-06-21,1372.6300048828125,1381.739990234375,1367.8499755859375,1373.5899658203125,768200
2021-06-22,1379.969970703125,1385.97998046875,1375.0,1380.8399658203125,746900
2021-06-23,1376.8699951171875,1388.3299560546875,1372.06005859375,1383.1500244140625,710800
2021-06-24,1379.719970703125,1384.7099609375,1372.989990234375,1376.8699951171875,591700
2021-06-25,1390.1199951171875,1390.1199951171875,1372.800048828125,1382.1099853515625,598100
2021-06-28,1405.81005859375,1406.02001953125,1390.56005859375,1397.9599609375,699500
2021-06-29,1410.0400390625,1416.3399658203125,1406.8699951171875,1408.3399658203125,647400
2021-06-30,1408.550048828125,1419.6099853515625,1408.1800537109375,1410.8299560546875,595300
2021-07-01,1417.0799560546875,1417.27001953125,1402.1800537109375,1412.1500244140625,753600
2021-07-02,1420.27001953125,1424.280029296875,1415.8199462890625,1422.8900146484375,706800
2021-07-06,1354.7900390625,1418.989990234375,1354.7900390625,1411.1300048828125,773500
2021-07-07,1388.550048828125,1388.550048828125,1334.5799560546875,1354.7900390625,733800
2021-07-08,1374.6800537109375,1388.550048828125,1363.9200439453125,1388.550048828125,528800
2021-07-09,1347.1400146484375,1374.6800537109375,1335.9000244140625,1374.6800537109375,714000
2021-07-12,1296.300048828125,1347.1400146484375,1270.06005859375,1347.1400146484375,912700
2021-07-13,1297.5400390625,1307.72998046875,1278.300048828125,1296.300048828125,500200
2021-07-14,1279.9100341796875,1305.3699951171875,1264.6800537109375,1297.5400390625,548000
2021-07-15,1293.9200439453125,1299.1800537109375,1270.77001953125,1279.9100341796875,419100
2021-07-16,1299.31005859375,1304.3699951171875,1293.9200439453125,1293.9200439453125,415100
2021-07-19,1243.510009765625,1299.31005859375,1237.7900390625,1299.31005859375,731000
2021-07-20,1273.2900390625,1273.2900390625,1225.52001953125,1243.510009765625,568600
2021-07-21,1270.7900390625,1284.3299560546875,1266.7099609375,1273.2900390625,452000
2021-07-22,1293.6700439453125,1294.1600341796875,1266.5400390625,1270.7900390625,536400
2021-07-23,1268.8299560546875,1295.6300048828125,1268.8299560546875,1293.6700439453125,582300
2021-07-26,1272.7099609375,1277.3299560546875,1254.5699462890625,1268.8299560546875,508500
2021-07-27,1276.9300537109375,1288.3499755859375,1272.7099609375,1272.7099609375,566700
2021-07-28,1277.0699462890625,1281.1700439453125,1271.780029296875,1276.9300537109375,406900
2021-07-29,1293.5999755859375,1293.5999755859375,1277.0699462890625,1277.0699462890625,491100
2021-07-30,1310.050048828125,1311.969970703125,1293.5999755859375,1293.5999755859375,644400
2021-08-03,1332.43994140625,1332.43994140625,1314.219970703125,1314.219970703125,647000
2021-08-04,1334.739990234375,1340.760009765625,1328.4000244140625,1332.43994140625,66180000
2021-08-05,1345.550048828125,1346.6199951171875,1326.800048828125,1334.739990234375,63550000
2021-08-06,1341.449951171875,1351.8499755859375,1341.449951171875,1345.550048828125,73620000
2021-08-09,1359.8599853515625,1361.1199951171875,1334.68994140625,1341.449951171875,68840000
2021-08-10,1362.4300537109375,1370.3499755859375,1358.1199951171875,1359.8599853515625,71650000
2021-08-11,1357.7900390625,1374.030029296875,1357.7900390625,1362.4300537109375,80680000
2021-08-12,1353.050048828125,1365.010009765625,1353.050048828125,1357.7900390625,74160000
2021-08-13,1357.050048828125,1357.4100341796875,1336.739990234375,1353.050048828125,74410000
2021-08-16,1370.9599609375,1372.3299560546875,1357.050048828125,1357.050048828125,82770000
2021-08-17,1363.0899658203125,1379.699951171875,1359.1099853515625,1370.9599609375,76860000
2021-08-18,1360.93994140625,1370.5,1355.8299560546875,1363.0899658203125,68980000
2021-08-19,1374.8499755859375,1374.8499755859375,1352.93994140625,1360.93994140625,72820000
2021-08-20,1329.4300537109375,1374.8499755859375,1317.52001953125,1374.8499755859375,120650000
2021-08-23,1298.8599853515625,1329.4300537109375,1298.8599853515625,1329.4300537109375,79510000
2021-08-24,1298.739990234375,1307.56005859375,1289.1600341796875,1298.8599853515625,71430000
2021-08-25,1309.550048828125,1310.1600341796875,1291.699951171875,1298.739990234375,52290000
2021-08-26,1301.1199951171875,1316.260009765625,1295.77001953125,1309.550048828125,52430000
2021-08-27,1313.199951171875,1313.199951171875,1285.1600341796875,1301.1199951171875,68510000
2021-08-30,1328.1400146484375,1329.6199951171875,1313.199951171875,1313.199951171875,67650000
2021-08-31,1331.469970703125,1336.1400146484375,1325.68994140625,1328.1400146484375,73380000
2021-09-01,1334.6500244140625,1338.02001953125,1328.1300048828125,1331.469970703125,72000000
2021-09-30,1342.06005859375,1348.8900146484375,1339.2099609375,1339.2099609375,43830000
2021-10-01,1334.8900146484375,1344.06005859375,1332.969970703125,1342.06005859375,73820000
